Position	Strand	EGDe_37C_TermSeq
1041073	-	1
1041077	-	0
1041086	-	0
1041088	-	4
1041097	-	0
1041098	-	0
1041102	-	0
1041105	-	0
1041118	-	0
1041120	-	0
1041125	-	0
1041129	-	0
1041132	-	0
1041133	-	0
1041134	-	0
1041138	-	0
1041140	-	0
1041141	-	0
1041144	-	0
1041173	-	0
1041174	-	0
1041175	-	0
1041176	-	0
1041182	-	0
1041186	-	0
1041189	-	0
1041190	-	0
1041193	-	0
1041208	-	0
1041210	-	0
1041212	-	0
1041213	-	0
1041218	-	0
1041224	-	0
1041233	-	0
1041234	-	0
1041246	-	0
1041258	-	0
1041262	-	0
1041263	-	0
1041265	-	0
1041267	-	0
1041269	-	0
1041271	-	0
1041272	-	0
1041273	-	0
1041287	-	0
1041288	-	0
1041290	+	0
1041292	-	0
1041300	-	0
1041308	-	0
1041310	-	0
1041314	-	0
1041317	-	0
1041318	-	0
1041318	+	0
1041318	-	0
1041318	+	0
1041319	-	0
1041321	-	0
1041325	-	1
1041325	+	0
1041325	-	1
1041325	+	0
1041326	-	0
1041333	-	0
1041348	-	0
1041354	-	0
1041365	-	0
1041371	-	0
1041375	-	0
1041377	-	1
1041378	-	1
1041379	-	1
1041380	-	0
1041382	-	0
1041383	-	0
1041385	-	1
1041386	-	1
1041387	-	1
1041388	-	0
1041390	-	0
1041396	-	0
1041403	+	0
1041406	-	0
1041407	-	0
1041421	-	0
1041422	-	0
1041423	-	0
1041424	-	0
1041425	-	0
1041426	-	4
1041427	-	4
1041428	-	12
1041429	-	11
1041430	-	48
1041431	-	10
1041432	-	1
1041433	-	1
1041434	-	1
1041435	-	0
1041436	-	1
1041437	-	1
1041439	-	0
1041440	-	0
1041442	-	0
1041443	-	0
1041447	-	0
1041450	-	0
1041451	-	0
1041456	-	0
1041491	-	0
1041496	-	0
1041498	-	0
1041504	-	0
1041509	-	0
1041512	-	0
1041515	-	0
1041530	-	0
1041533	-	0
1041547	-	0
1041553	-	0
1041556	-	0
1041561	-	0
1041566	-	0
1041574	-	0
1041581	-	0
1041609	-	0
1041629	-	0
1041634	-	0
1041647	-	0
1041649	-	0
1041672	-	0
1041675	-	0
1041713	-	0
1041719	+	0
1041734	-	0
1041778	-	0
1041809	-	0
1041835	-	0
1041836	-	0
1041856	-	0
1041862	-	0
1041865	-	0
1041922	-	0
1041924	-	0
1041936	-	0
1041957	-	0
1041977	-	0
1041981	-	0
1041988	-	0
1041989	+	0
1041993	+	0
1042008	-	0
1042013	-	0
1042017	-	0
1042028	-	0
1042029	-	0
1042039	-	0
1042063	-	0
1042099	-	0
1042100	-	0
1042105	-	0
1042126	-	0
1042134	-	0
1042140	-	0
1042165	-	0
1042203	-	0
1042204	-	0
1042209	-	0
1042213	+	0
1042223	-	0
1042226	-	0
1042228	-	0
1042265	-	0
1042296	-	0
1042302	-	0
1042304	-	0
1042312	-	0
1042320	-	0
1042329	-	0
1042356	-	0
1042362	-	0
1042363	-	0
1042394	-	0
1042405	-	0
1042439	-	0
1042443	-	0
1042447	+	0
1042448	-	0
1042452	-	0
1042477	-	0
1042483	-	0
1042503	-	0
1042517	-	0
1042521	-	0
1042523	-	0
1042524	-	0
1042539	-	0
1042540	-	0
1042541	-	0
1042542	-	0
1042543	-	0
1042546	-	0
1042548	-	0
1042551	-	0
1042552	+	0
1042553	+	0
1042554	-	0
1042555	-	0
1042556	-	0
1042556	+	6
1042556	-	0
1042556	+	6
1042557	-	0
1042557	+	26
1042557	-	0
1042557	+	26
1042558	+	36
1042559	-	0
1042559	+	12
1042559	-	0
1042559	+	12
1042560	+	6
1042561	+	0
1042563	+	0
1042569	+	0
1042573	+	0
1042582	+	0
1042585	-	0
1042585	+	0
1042585	-	0
1042585	+	0
1042587	+	0
1042591	+	0
1042601	-	0
1042602	-	1
1042603	-	0
1042605	-	1
1042606	-	4
1042607	-	8
1042608	-	32
1042608	+	0
1042608	-	32
1042608	+	0
1042609	-	6
1042610	-	0
1042610	+	0
1042610	-	0
1042610	+	0
1042611	-	1
1042611	+	0
1042611	-	1
1042611	+	0
1042612	-	0
1042612	+	0
1042612	-	0
1042612	+	0
1042613	+	0
1042614	+	2
1042615	+	0
1042616	+	0
1042619	+	0
1042625	-	0
1042626	-	0
1042627	+	0
1042629	-	0
1042634	+	0
1042647	+	0
1042695	+	0
1042712	+	0
1042715	+	0
1042735	+	0
1042757	+	0
1042758	+	0
1042759	+	0
1042764	+	0
1042773	+	0
1042776	+	0
1042777	+	0
1042787	+	0
1042807	+	0
1042808	+	0
1042811	+	0
1042812	+	0
1042813	+	0
1042817	+	0
1042835	+	0
1042850	+	0
1042859	+	0
1042865	+	0
1042874	+	0
1042876	+	0
1042885	+	0
1042890	+	0
1042898	+	0
1042909	+	0
1042911	+	0
1042929	+	0
1042934	+	0
1042954	+	0
1042962	+	0
1042981	+	0
1042985	+	0
1043004	+	0
1043007	+	0
1043027	-	0
1043029	+	0
1043033	+	0
1043046	+	0
1043063	+	0
1043073	+	0
1043133	+	0
1043134	+	0
1043136	+	0
1043161	+	0
1043181	+	0
1043184	+	0
1043187	+	0
1043194	+	0
1043214	+	0
1043225	+	0
1043231	+	0
1043235	+	0
1043236	+	0
1043240	+	0
1043249	+	0
1043271	+	0
1043281	+	0
1043295	+	0
1043296	+	0
1043297	+	0
1043301	+	0
1043320	+	0
1043345	+	0
1043346	+	0
1043350	+	0
1043351	+	0
1043354	+	0
1043365	+	0
1043366	+	0
1043374	+	0
1043398	+	0
1043400	+	0
1043401	+	0
1043405	+	0
1043406	+	0
1043408	+	0
1043409	+	0
1043414	+	0
1043424	+	0
1043448	+	0
1043450	+	0
1043456	+	0
1043467	+	0
1043471	+	0
1043476	+	0
1043479	+	0
1043485	+	0
1043486	+	0
1043796	-	0
1043797	-	0
1043811	-	0
1043855	-	0
1043864	-	0
1043866	-	0
1043881	-	0
1043885	-	0
1043900	-	0
1043901	-	0
1043904	-	0
1043907	-	0
1043912	-	0
1043922	-	0
1043925	-	1
1043927	-	0
1043932	-	0
1043952	-	0
1043979	-	0
1043989	-	0
1044006	-	0
1044012	-	0
1044022	-	0
1044023	-	0
1044031	-	1
1044063	-	0
1044064	-	0
1044094	-	0
1044102	-	0
1044105	-	0
1044111	-	0
1044125	-	0
1044139	-	0
1044140	-	0
1044142	-	0
1044143	-	0
1044152	-	0
1044159	-	0
1044162	-	0
1044168	-	0
1044169	-	0
1044173	-	0
1044179	-	0
1044180	-	0
1044185	-	0
1044210	-	0
1044212	-	0
1044214	-	0
1044220	-	0
1044223	-	0
1044228	-	0
1044229	-	0
1044231	-	0
1044235	-	0
1044245	-	0
1044255	-	0
1044272	-	0
1044276	-	0
1044282	+	0
1044286	-	0
1044297	-	0
1044298	-	0
1044309	-	0
1044325	-	0
1044328	-	0
1044333	-	0
1044341	-	0
1044343	-	0
1044358	-	0
1044369	-	0
1044375	-	0
1044379	-	0
1044386	-	0
1044396	-	0
1044401	-	0
1044406	-	0
1044411	-	0
1044416	-	0
1044418	-	0
1044421	-	0
1044423	-	0
1044425	-	0
1044427	-	0
1044442	-	0
1044448	-	0
1044451	-	0
1044454	-	0
1044457	-	0
1044458	-	0
1044480	-	0
1044485	-	0
1044486	-	0
1044492	-	0
1044509	-	0
1044528	-	0
1044539	-	0
1044543	-	0
1044546	-	0
1044577	-	0
1044578	-	0
1044579	-	0
1044615	-	0
1044621	-	0
1044630	-	0
1044670	-	0
1044681	-	0
1044682	-	0
1044685	-	0
1044686	-	0
1044695	-	0
1044696	+	0
1044702	-	0
1044711	-	0
1044728	-	0
1044729	-	0
1044737	-	0
1044744	-	0
1044749	-	0
1044773	-	0
1044775	-	0
1044786	-	0
1044792	-	0
1044796	-	0
1044802	-	0
1044809	-	0
1044812	-	0
1044813	-	0
1044814	-	0
1044815	-	0
1044816	-	0
1044818	-	0
1044829	-	0
1044830	-	0
1044833	-	0
1044835	-	0
1044836	-	1
1044837	-	0
1044851	-	0
1044854	-	0
1044861	-	0
1044863	-	0
1044865	-	0
1044881	-	0
1044882	-	0
1044885	-	0
1044889	-	0
1044892	-	0
1044896	-	0
1044906	-	0
1044931	-	0
1044940	-	0
1044942	-	0
1044943	-	1
1044951	-	0
1044952	-	0
1044956	-	0
1044957	-	0
1044974	-	0
1044981	-	0
1045001	-	0
1045003	-	0
1045015	-	0
1045017	-	0
1045041	-	0
1045043	-	0
1045045	-	0
1045050	-	0
1045063	-	0
1045091	-	0
1045092	-	0
1045095	-	0
1045114	-	0
1045124	-	0
1045127	-	0
1045131	-	0
1045137	-	0
1045141	-	0
1045148	-	0
1045169	-	0
1045173	-	0
1045177	-	0
1045181	-	0
1045183	-	0
1045193	-	0
1045195	-	0
1045210	-	0
1045215	-	0
1045217	-	0
1045260	-	0
1045276	-	0
1045286	-	0
1045289	-	0
1045293	-	0
1045319	-	0
1045329	-	0
1045331	-	0
1045336	-	0
1045346	-	0
1045358	-	0
1045366	-	0
1045372	-	0
1045376	-	0
1045390	-	0
1045406	-	0
1045407	-	0
1045416	-	0
1045429	-	0
1045449	-	0
1045451	-	0
1045472	-	0
1045491	-	0
1045494	-	0
1045497	-	0
1045505	-	0
1045515	-	0
1045547	-	0
1045563	-	0
1045568	-	0
1045583	-	0
1045604	-	0
1045630	-	0
1045631	-	0
1045648	-	0
1045663	-	0
1045664	-	0
1045667	-	0
1045689	-	0
1045697	-	0
1045716	-	0
1045733	-	0
1045771	-	0
1045772	-	0
1045785	-	0
1045791	-	0
1045794	-	0
1045800	-	0
1045816	-	0
1045829	-	0
1045830	-	0
1045831	-	0
1045834	-	0
1045843	-	0
1045860	-	0
1045865	-	0
1045870	-	0
1045875	-	0
1045876	-	0
1045881	-	0
1045883	-	0
1045886	-	0
1045895	-	0
1045900	-	0
1045917	-	0
1045929	-	0
1045930	-	0
1045931	-	0
1045936	-	0
1045959	-	0
1045962	-	0
1045964	-	0
1045965	-	0
1045966	-	0
1045969	-	0
1045972	-	0
1045974	-	0
1045978	-	0
1045983	-	0
1045988	-	0
1045990	-	0
1045993	-	0
1045994	-	0
1045996	-	0
1046003	-	0
1046020	-	0
1046026	-	0
1046033	-	0
1046034	-	0
1046035	-	0
1046061	-	0
1046101	-	0
1046106	-	0
1046110	-	0
1046177	-	0
1046186	-	0
1046192	-	0
1046194	-	0
1046213	-	0
1046220	-	0
1046228	-	0
1046242	-	0
1046255	-	0
1046273	-	0
1046276	-	0
1046278	-	0
1046287	-	0
1046289	-	0
1046331	-	0
1046335	-	0
1046336	-	0
1046337	-	0
1046338	-	0
1046345	-	0
1046347	-	0
1046356	-	0
1046367	-	0
1046378	-	0
1046380	-	0
1046385	-	0
1046393	-	0
1046398	-	0
1046408	-	0
1046420	-	0
1046421	-	0
1046431	-	0
1046439	-	0
1046442	-	0
1046443	-	0
1046460	-	0
1046466	-	0
1046467	-	0
1046473	-	0
1046481	-	0
1046483	-	0
1046492	-	0
1046517	-	0
1046518	-	0
1046523	-	0
1046524	-	0
1046526	-	0
1046527	-	0
1046532	-	0
1046533	-	0
1046568	-	0
1046578	-	0
1046582	-	0
1046584	-	0
1046599	-	0
1046600	-	0
1046602	-	0
1046615	-	0
1046625	-	0
1046626	-	0
1046628	-	1
1046629	-	0
1046637	-	0
1046641	-	0
1046646	-	0
1046651	-	0
1046652	-	0
1046654	-	0
1046666	-	0
1046667	-	0
1046668	-	0
1046679	-	0
1046686	-	0
1046694	-	0
1046703	-	0
1046709	-	0
1046715	-	1
1046716	-	0
1046719	-	0
1046735	-	0
1046736	-	0
1046738	-	0
1046757	-	0
1046763	-	0
1046767	-	0
1046768	-	0
1046769	-	0
1046773	-	0
1046774	-	0
1046776	-	0
1046777	-	0
1046812	-	0
1046820	-	0
1046821	-	0
1046822	-	0
1046828	-	0
1046829	-	2
1046830	-	0
1046831	-	0
1046832	-	3
1046833	-	16
1046834	-	11
1046835	-	7
1046836	-	2
1046838	-	0
1046839	-	0
1046843	-	0
1046847	-	0
1046849	-	0
1046850	-	0
1046851	-	0
1046852	-	0
1046899	-	0
1046904	-	0
1046906	-	0
1046909	-	0
1046928	-	0
1046957	-	0
1046961	-	0
1046974	-	0
1046993	-	0
1047007	-	0
1047010	-	0
1047025	-	0
1047041	-	0
1047056	-	0
1047060	-	0
1047061	-	0
1047069	-	0
1047073	-	0
1047083	-	0
1047084	-	0
1047105	-	0
1047118	-	1
1047119	-	0
1047167	-	0
1047168	-	0
1047183	-	0
1047199	-	0
1047209	-	0
1047230	-	0
1047235	-	0
1047236	-	0
1047284	-	0
1047296	-	0
1047298	-	0
1047334	-	0
1047348	-	0
1047351	-	0
1047358	-	1
1047360	-	0
1047362	-	0
1047363	-	0
1047364	-	1
1047365	-	0
1047366	-	0
1047370	-	0
1047373	-	0
1047374	-	0
1047375	-	1
1047378	-	0
1047382	-	0
1047405	-	0
1047420	-	0
1047422	-	1
1047423	-	0
1047424	-	1
1047425	-	7
1047426	-	13
1047427	-	8
1047428	-	0
1047429	-	0
1047434	-	0
1047436	-	0
1047440	-	0
1047444	-	0
1047445	-	0
1047547	-	0
1047557	-	0
1047560	-	0
1047616	-	0
1047701	-	0
1047719	-	0
1047772	-	0
1047978	-	0
1048039	-	0
1048113	-	0
1048148	-	0
1048152	-	0
1048166	-	0
1048234	-	0
1048288	-	0
1048302	-	0
1048349	-	0
1048356	-	0
1048359	-	0
1048364	-	0
1048424	-	0
1048537	-	0
1048538	-	0
1048614	-	0
1048619	-	0
1048639	-	0
1048640	-	0
1048671	-	0
1048698	+	0
1048732	-	0
1048733	-	0
1048736	-	0
1048747	-	0
1048755	-	0
1048768	-	0
1048795	-	0
1048820	-	0
1048839	-	0
1048859	-	0
1048944	-	0
1048984	-	0
1049008	-	0
1049077	-	0
1049099	-	0
1049107	-	0
1049111	-	0
1049150	-	0
1049159	-	0
1049203	-	0
1049205	-	0
1049206	-	0
1049219	-	0
1049234	-	0
1049261	-	0
1049275	-	0
1049276	-	0
1049280	-	0
1049286	-	0
1049289	-	0
1049307	-	0
1049309	-	0
1049310	-	0
1049387	-	0
1049395	-	0
1049412	-	0
1049431	-	0
1049500	-	0
1049511	+	0
1049599	-	0
1049601	-	0
1049618	-	0
1049619	-	0
1049652	-	0
1049655	-	0
1049664	-	0
1049669	-	0
1049695	-	0
1049719	-	0
1049720	-	0
1049789	-	0
1049799	-	0
1049841	-	0
1049843	-	0
1049851	-	0
1049854	-	0
1049883	-	0
1049890	-	0
1049910	-	0
1049911	-	0
1049927	-	0
1049947	-	0
1049957	-	0
1049982	-	0
1050026	-	0
1050044	-	0
1050045	-	0
1050050	-	0
1050055	-	0
1050104	-	0
1050133	-	0
1050135	-	0
1050149	-	0
1050159	-	0
1050190	-	0
1050193	-	0
1050194	-	0
1050197	-	0
1050204	-	0
1050269	-	0
1050270	-	0
1050326	-	0
1050348	-	0
1050389	-	0
1050391	-	0
1050398	-	0
1050413	-	0
1050448	-	0
1050463	-	0
1050487	-	0
1050492	-	0
1050496	-	0
1050525	-	0
1050540	-	0
1050547	-	0
1050550	-	0
1050567	-	0
1050573	-	0
1050578	-	0
1050595	-	0
1050597	-	0
1050635	-	0
1050652	-	0
1050658	-	0
1050670	-	0
1050672	-	1
1050679	-	0
1050726	-	0
1050727	-	0
1050728	-	1
1050746	-	0
1050748	-	0
1050761	-	0
1050820	-	0
1050833	+	0
1050885	-	0
1050891	-	0
1050914	-	0
1050916	-	0
1050920	-	0
1050934	-	0
1050939	-	0
1050941	-	0
1050955	-	0
1050960	-	0
1050969	-	0
1050977	-	0
1050991	-	0
1050996	-	0
1051003	-	0
1051017	-	0
1051020	-	0
1051030	-	1
1051031	-	0
1051032	-	0
1051034	-	0
1051038	-	0
1051056	-	0
1051102	-	0
1051103	-	0
1051111	-	0
1051121	-	0
1051147	-	0
1051152	-	0
1051158	-	0
1051159	-	0
1051161	-	0
1051165	-	0
1051176	-	0
1051177	-	0
1051181	-	0
1051189	-	0
1051195	-	0
1051199	-	0
1051201	-	0
1051205	-	0
1051207	-	0
1051208	-	0
1051223	-	0
1051234	-	0
1051242	-	0
1051264	-	0
1051267	-	0
1051276	-	0
1051286	-	0
1051287	-	0
1051291	-	0
1051306	-	0
1051308	-	0
1051330	-	0
1051357	-	0
1051367	-	0
1051370	-	0
1051386	-	0
1051387	-	0
1051422	-	0
1051425	-	0
1051462	-	0
1051465	-	0
1051469	-	0
1051481	-	0
1051494	-	0
1051496	-	0
1051507	-	0
1051538	-	0
1051542	-	0
1051544	-	0
1051547	-	0
1051550	-	0
1051554	-	0
1051555	-	0
1051570	-	0
1051581	-	0
1051586	-	0
1051595	-	0
1051604	-	0
1051608	-	0
1051609	-	0
1051636	-	0
1051639	-	0
1051644	-	0
1051646	-	0
1051654	-	0
1051655	-	0
1051666	-	0
1051669	-	0
1051671	-	0
1051677	-	0
1051697	-	0
1051747	-	0
1051751	-	0
1051756	-	0
1051773	-	0
1051790	-	0
1051799	-	0
1051800	-	0
1051803	-	0
1051808	-	0
1051814	-	0
1051817	-	0
1051818	-	0
1051837	-	0
1051840	-	0
1051847	-	0
1051865	-	0
1051927	-	0
1051965	-	0
1051967	-	0
1051969	-	0
1051999	-	0
1052015	-	0
1052024	-	0
1052026	-	0
1052040	-	0
1052043	-	0
1052077	-	0
1052095	-	0
1052101	-	0
1052103	-	0
1052109	-	1
1052111	-	0
1052112	-	0
1052118	-	0
1052134	-	0
1052148	-	0
1052155	-	0
1052156	-	0
1052157	-	0
1052172	-	0
1052181	-	1
1052187	-	0
1052189	-	0
1052191	-	0
1052202	-	0
1052219	-	0
1052224	-	0
1052225	-	0
1052229	-	0
1052233	-	0
1052241	-	0
1052248	-	0
1052252	-	0
1052273	-	0
1052280	-	0
1052298	-	0
1052302	-	0
1052325	-	0
1052337	-	0
1052340	-	0
1052342	-	0
1052343	-	0
1052344	-	1
1052345	-	1
1052347	-	0
1052352	-	0
1052355	-	0
1052356	-	0
1052382	-	0
1052386	-	1
1052394	-	0
1052395	-	0
1052412	-	0
1052413	-	0
1052414	-	0
1052417	-	3
1052418	-	2
1052419	-	16
1052420	-	15
1052421	-	1
1052422	-	0
1052423	-	0
1052424	-	0
1052427	-	0
1052431	-	0
1052433	-	1
1052434	-	0
1052437	-	0
1052438	-	0
1052439	-	0
1052441	-	0
1052558	-	0
1052584	-	0
1052647	-	0
1052659	-	0
1052673	+	0
1052715	-	0
1052730	-	0
1052737	-	0
1052739	-	0
1052743	-	0
1052768	-	0
1052775	-	0
1052779	-	0
1052780	-	0
1052781	-	0
1052840	-	0
1052868	-	0
1052871	-	0
1052874	-	0
1052884	-	0
1052931	-	0
1052956	-	0
1053051	-	0
1053066	-	0
1053086	-	0
1053265	-	0
1053398	+	0
1053405	-	0
1053428	-	0
1053456	-	0
1053474	-	0
1053481	-	0
1053507	-	0
1053563	-	0
1053622	-	0
1053633	-	0
1053655	-	0
1053661	-	0
1053664	-	0
1053752	-	0
1053778	-	0
1053849	-	0
1053896	-	0
1053898	-	0
1053899	-	0
1053906	-	0
1053907	-	0
1053915	-	0
1053929	-	0
1053943	-	0
1053962	-	0
1054004	-	0
1054024	-	0
1054025	-	0
1054058	-	0
1054088	-	0
1054257	-	0
1054265	-	0
1054268	-	0
1054275	+	0
1054276	+	2
1054277	+	8
1054278	+	5
1054280	+	0
1054285	+	0
1054286	-	0
1054289	+	0
1054310	-	0
1054316	-	0
1054317	-	1
1054318	-	4
1054319	-	2
1054320	-	1
1054321	-	0
1054321	+	0
1054321	-	0
1054321	+	0
1054322	-	0
1054325	+	0
1054327	+	0
1054341	+	0
1054349	+	0
1054353	+	0
1054355	+	0
1054363	+	0
1054373	+	0
1054374	+	0
1054379	+	0
1054402	+	1
1054475	+	0
1054482	+	0
1054483	+	0
1054495	+	0
1054500	+	0
1054504	+	0
1054509	+	0
1054511	+	0
1054525	+	0
1054543	+	0
1054555	-	0
1054556	+	0
1054565	+	0
1054583	+	0
1054591	+	0
1054612	+	0
1054616	+	0
1054628	+	0
1054710	+	0
1054719	+	0
1054723	+	0
1054737	+	0
1054738	+	0
1054826	+	0
1054839	-	0
1054849	+	0
1054881	-	0
1054884	+	0
1054888	-	0
1054900	+	0
1054901	+	0
1054947	+	0
1054978	+	0
1054983	+	0
1055007	+	0
1055023	+	0
1055033	+	0
1055043	+	0
1055054	+	0
1055079	+	0
1055090	+	0
1055097	+	0
1055109	+	0
1055115	+	0
1055127	+	0
1055130	+	0
1055131	+	0
1055146	+	0
1055158	+	0
1055159	+	0
1055163	+	0
1055173	+	0
1055192	+	0
1055193	+	0
1055194	+	0
1055203	+	0
1055205	+	0
1055221	+	0
1055233	+	0
1055257	+	0
1055258	+	0
1055288	-	0
1055291	+	0
1055343	+	0
1055344	+	1
1055346	+	4
1055347	+	6
1055348	+	26
1055349	+	30
1055350	+	14
1055351	+	3
1055352	+	4
1055353	+	0
1055355	+	0
1055358	+	0
1055365	+	0
1055371	+	1
1055372	+	0
1055374	+	0
1055392	+	0
1055395	+	0
1055398	+	0
1055409	+	0
1055411	+	0
1055417	+	0
1055432	+	0
1055435	+	0
1055436	+	0
1055438	+	0
1055440	+	0
1055442	+	0
1055443	+	0
1055444	+	0
1055458	+	0
1055471	+	0
1055477	+	0
1055478	+	0
1055479	+	0
1055483	+	0
1055484	+	0
1055487	+	0
1055488	+	0
1055489	+	0
1055501	+	0
1055502	+	0
1055503	+	0
1055514	+	0
1055517	+	0
1055522	+	0
1055523	+	0
1055525	+	0
1055532	+	0
1055533	+	0
1055534	+	0
1055538	+	0
1055548	+	0
1055552	+	0
1055555	+	0
1055560	+	0
1055565	+	0
1055566	+	0
1055570	+	0
1055577	-	0
1055577	+	0
1055577	-	0
1055577	+	0
1055578	+	0
1055580	+	0
1055581	+	0
1055584	+	0
1055586	+	0
1055587	+	0
1055588	+	1
1055591	+	0
1055594	+	0
1055596	+	0
1055601	+	0
1055603	+	0
1055607	+	0
1055608	+	0
1055610	+	0
1055613	+	0
1055617	+	0
1055621	+	0
1055628	+	0
1055631	+	0
1055632	+	0
1055633	+	1
1055635	+	0
1055636	+	0
1055637	+	0
1055641	+	0
1055642	+	0
1055651	+	0
1055652	+	0
1055655	+	0
1055661	+	0
1055662	+	0
1055666	+	0
1055673	+	0
1055675	+	0
1055679	+	0
1055682	+	0
1055686	+	0
1055698	+	0
1055703	+	0
1055704	+	0
1055708	+	0
1055710	+	0
1055712	+	0
1055719	+	0
1055740	+	0
1055741	+	0
1055754	+	0
1055769	+	0
1055771	+	0
1055778	+	0
1055779	+	0
1055790	+	0
1055800	+	0
1055805	+	0
1055807	+	0
1055810	+	0
1055818	+	0
1055819	+	0
1055821	+	0
1055825	+	0
1055826	+	0
1055828	+	0
1055830	+	0
1055831	+	0
1055833	+	1
1055835	+	0
1055855	+	0
1055859	+	0
1055871	+	0
1055877	+	2
1055878	+	0
1055880	+	0
1055882	+	0
1055888	+	0
1055891	+	0
1055893	+	0
1055896	+	0
1055901	+	2
1055912	+	0
1055918	+	0
1055924	+	0
1055925	+	0
1055927	+	0
1055935	+	1
1055937	+	0
1055938	+	0
1055940	+	0
1055941	+	0
1055943	+	0
1055945	+	0
1055946	+	0
1055947	+	0
1055948	+	0
1055959	+	0
1055963	+	0
1055967	+	0
1055968	+	0
1055977	+	0
1055979	+	0
1055982	+	0
1055990	+	0
1055992	+	0
1055994	+	0
1055996	+	0
1055997	+	0
1055998	+	0
1056005	+	0
1056018	+	0
1056019	+	0
1056023	+	1
1056027	+	0
1056028	+	0
1056029	+	0
1056030	+	0
1056032	+	0
1056033	+	0
1056034	+	0
1056035	+	0
1056040	+	0
1056044	+	0
1056045	+	0
1056050	+	0
1056053	+	1
1056054	+	0
1056055	+	0
1056060	+	0
1056070	+	0
1056073	+	0
1056077	+	0
1056082	+	0
1056092	+	0
1056100	+	0
1056106	+	0
1056112	+	0
1056115	+	0
1056117	-	0
1056118	+	0
1056128	+	0
1056134	+	0
1056137	+	0
1056155	+	0
1056161	+	0
1056167	+	0
1056171	+	0
1056182	+	0
1056183	+	0
1056185	+	0
1056191	+	0
1056199	+	0
1056207	+	0
1056208	+	1
1056213	+	0
1056217	+	0
1056221	+	0
1056222	+	0
1056223	+	0
1056225	+	0
1056228	+	0
1056234	+	0
1056236	+	0
1056237	+	0
1056240	+	0
1056248	+	0
1056249	+	0
1056250	+	0
1056253	+	0
1056256	+	0
1056259	+	0
1056260	+	0
1056265	+	0
1056267	+	0
1056273	+	0
1056275	+	0
1056284	+	0
1056285	+	3
1056287	+	0
1056300	+	1
1056303	+	0
1056304	+	0
1056306	+	0
1056311	+	0
1056313	+	0
1056323	+	0
1056324	+	0
1056326	+	1
1056329	+	0
1056332	+	0
1056337	+	0
1056343	+	0
1056345	+	0
1056354	+	0
1056374	+	0
1056384	+	1
1056388	+	0
1056394	+	0
1056398	+	0
1056414	+	0
1056416	+	0
1056419	+	0
1056425	+	0
1056426	+	0
1056427	+	0
1056430	+	0
1056439	+	0
1056440	+	0
1056452	+	0
1056456	+	1
1056457	+	0
1056459	+	0
1056461	+	0
1056465	+	0
1056469	+	0
1056478	+	0
1056481	+	0
1056482	+	0
1056483	+	0
1056485	+	0
1056490	+	1
1056496	+	0
1056499	+	0
1056509	+	0
1056512	+	0
1056515	+	0
1056526	+	0
1056530	+	0
1056532	+	0
1056535	+	0
1056550	+	0
1056559	+	0
1056561	+	0
1056562	+	1
1056563	+	1
1056564	+	1
1056565	+	0
1056571	+	0
1056572	+	0
1056583	+	0
1056584	+	0
1056591	+	0
1056599	+	0
1056600	+	0
1056604	+	0
1056617	+	0
1056620	+	0
1056654	+	0
1056656	+	0
1056661	+	0
1056664	+	0
1056672	+	0
1056673	+	0
1056677	+	0
1056678	+	0
1056679	+	0
1056680	+	0
1056684	+	0
1056690	+	0
1056692	+	0
1056693	+	0
1056697	+	0
1056701	+	0
1056702	+	0
1056704	+	0
1056705	+	2
1056706	+	0
1056711	+	1
1056712	+	1
1056713	+	1
1056717	+	0
1056725	+	0
1056726	+	0
1056733	+	1
1056734	+	0
1056746	+	0
1056748	+	0
1056753	+	0
1056768	+	0
1056773	+	1
1056776	+	0
1056777	+	0
1056780	+	0
1056781	+	0
1056782	+	0
1056788	+	0
1056789	+	0
1056790	+	0
1056795	+	0
1056798	+	0
1056808	+	0
1056812	+	0
1056815	+	0
1056816	+	0
1056819	+	0
1056820	+	0
1056831	+	1
1056840	+	0
1056851	+	0
1056852	+	0
1056853	+	0
1056856	+	0
1056859	+	0
1056865	+	0
1056866	+	0
1056867	+	0
1056870	+	0
1056873	+	0
1056875	+	0
1056882	+	0
1056887	+	0
1056896	+	0
1056903	+	0
1056904	+	0
1056906	+	0
1056907	+	0
1056916	+	0
1056920	+	0
1056928	+	0
1056933	+	0
1056940	+	0
1056941	+	0
1056951	+	0
1056959	+	0
1056962	+	0
1056963	+	0
1056964	+	1
1056965	+	0
1056969	+	0
1056970	+	0
1056973	+	0
1056976	+	0
1056977	+	0
1056978	+	0
1056992	+	0
1057000	+	0
1057005	+	0
1057009	+	0
1057018	+	0
1057024	+	0
1057034	+	0
1057037	+	0
1057043	+	1
1057044	+	1
1057045	+	0
1057047	+	0
1057049	+	0
1057050	+	0
1057051	+	0
1057053	+	0
1057054	+	0
1057055	+	1
1057056	+	0
1057057	+	0
1057060	+	0
1057064	+	0
1057065	+	0
1057066	+	0
1057073	+	0
1057098	+	0
1057099	+	0
1057100	+	0
1057101	+	0
1057102	+	0
1057105	+	0
1057111	+	0
1057113	+	0
1057118	+	0
1057119	+	0
1057121	+	0
1057125	+	0
1057126	+	0
1057127	+	0
1057129	+	1
1057130	+	0
1057139	+	0
1057140	+	0
1057142	+	0
1057156	+	0
1057162	+	0
1057163	+	0
1057166	+	1
1057177	+	2
1057179	+	0
1057217	+	0
