Gene_Id	Homologs
lmo2656	Listeria monocytogenes EGD;LMON_RS13585;WP_003720973.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS13535;WP_014601181.1;0.99270076;;
lmo1942	Listeria monocytogenes EGD;LMON_RS14100;WP_014601216.1;0.3404711;;Listeria monocytogenes 10403S;LMRG_RS09815;WP_009931427.1;1.0;;
lmo0430	Listeria monocytogenes EGD;LMON_RS02210;WP_003722980.1;0.99312717;;Listeria monocytogenes 10403S;LMRG_RS02210;WP_003722980.1;0.99312717;;
lmo1287	Listeria monocytogenes EGD;LMON_RS06705;WP_010989723.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06400;WP_010989723.1;1.0;;
lmo0579	Listeria monocytogenes EGD;LMON_RS02895;WP_009925352.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS02895;WP_009925352.1;1.0;;
lmo1710	Listeria monocytogenes EGD;LMON_RS08945;WP_003767289.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08645;WP_003767289.1;1.0;;
lmo0865	Listeria monocytogenes EGD;LMON_RS04330;WP_014600661.1;0.9497307;;Listeria monocytogenes 10403S;LMRG_RS04330;WP_014600661.1;0.9497307;;
lmo1479	Listeria monocytogenes EGD;LMON_RS07665;WP_003721987.1;0.99835527;;Listeria monocytogenes 10403S;LMRG_RS07360;WP_003721987.1;0.99835527;;
lmo0043	Listeria monocytogenes EGD;LMON_RS00215;WP_014600350.1;0.997561;;Listeria monocytogenes 10403S;LMRG_RS00215;WP_014600350.1;0.997561;;
lmo0295	Listeria monocytogenes EGD;LMON_RS04715;WP_012951415.1;0.4122449;;Listeria monocytogenes 10403S;LMRG_RS04715;WP_012951415.1;0.4122449;;
lmo1078	Listeria monocytogenes EGD;LMON_RS05430;WP_003721495.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05430;WP_003721495.1;1.0;;
lmo1176	Listeria monocytogenes EGD;LMON_RS05830;WP_003732749.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05830;WP_003732749.1;1.0;;
lmo2040	Listeria monocytogenes EGD;LMON_RS10605;WP_003723754.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10305;WP_003723754.1;1.0;;
lmo2357	Listeria monocytogenes EGD;LMON_RS11930;WP_003723813.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11880;WP_003723813.1;1.0;;
lmo2767	Listeria monocytogenes EGD;LMON_RS14150;WP_003732123.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS14100;WP_003732123.1;1.0;;
lmo0141	
lmo1385	Listeria monocytogenes EGD;LMON_RS07195;WP_003727465.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06890;WP_003727465.1;1.0;;
lmo1830	Listeria monocytogenes EGD;LMON_RS09555;WP_003723074.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09255;WP_003723074.1;1.0;;
lmo1577	Listeria monocytogenes EGD;LMON_RS08155;WP_003730621.1;0.9868421;;Listeria monocytogenes 10403S;LMRG_RS07850;WP_003730621.1;0.9868421;;
lmo0766	Listeria monocytogenes EGD;LMON_RS03845;WP_003721883.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03845;WP_003721883.1;1.0;;
lmo1795	Listeria monocytogenes EGD;LMON_RS09380;WP_003724051.1;0.9918033;;Listeria monocytogenes 10403S;LMRG_RS09080;WP_003724051.1;0.9918033;;
lmo0188	Listeria monocytogenes EGD;LMON_RS00905;WP_003722718.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00905;WP_003722718.1;1.0;;
lmo0512	Listeria monocytogenes EGD;LMON_RS02560;WP_003721298.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS02560;WP_003721298.1;1.0;;
lmo2258	Listeria monocytogenes EGD;LMON_RS11750;WP_003723657.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11450;WP_003723657.1;1.0;;
lmo2085	Listeria monocytogenes EGD;LMON_RS10835;WP_010989891.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10535;WP_010989891.1;1.0;;
lmo0935	Listeria monocytogenes EGD;LMON_RS04710;WP_003722757.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04710;WP_003722757.1;1.0;;
lmo0394	Listeria monocytogenes EGD;LMON_RS02035;WP_003723106.1;0.99559474;;Listeria monocytogenes 10403S;LMRG_RS02035;WP_014600500.1;0.92070484;;
lmo0241	Listeria monocytogenes EGD;LMON_RS01250;WP_003724085.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS01250;WP_003724085.1;1.0;;
lmo2830	Listeria monocytogenes EGD;LMON_RS14445;WP_003727589.1;0.990566;;Listeria monocytogenes 10403S;LMRG_RS14400;WP_003727589.1;0.990566;;
lmo2472	Listeria monocytogenes EGD;LMON_RS12600;WP_003722604.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12550;WP_003722604.1;1.0;;
lmo1697	Listeria monocytogenes EGD;LMON_RS08880;WP_003733112.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08580;WP_003733112.1;1.0;;
lmo1929	Listeria monocytogenes EGD;LMON_RS10050;WP_014600969.1;0.99319726;;Listeria monocytogenes 10403S;LMRG_RS09750;WP_014600969.1;0.99319726;;
lmo1442	Listeria monocytogenes EGD;LMON_RS07480;WP_014600831.1;0.99148935;;Listeria monocytogenes 10403S;LMRG_RS07175;WP_014600831.1;0.99148935;;
lmo0668	Listeria monocytogenes EGD;LMON_RS03355;WP_003721786.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03355;WP_003721786.1;1.0;;
lmo1211	Listeria monocytogenes EGD;LMON_RS06005;WP_003721609.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06005;WP_003721609.1;1.0;;
lmo2160	Listeria monocytogenes EGD;LMON_RS11260;WP_003729565.1;0.9968944;;Listeria monocytogenes 10403S;LMRG_RS10960;WP_003729565.1;0.9968944;;
lmo1113	
lmo2183	Listeria monocytogenes EGD;LMON_RS11375;WP_010989919.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11075;WP_010989919.1;1.0;;
lmo2500	Listeria monocytogenes EGD;LMON_RS12740;WP_014601141.1;0.99830794;;Listeria monocytogenes 10403S;LMRG_RS12690;WP_014601141.1;0.99830794;;
lmo0881	Listeria monocytogenes EGD;LMON_RS04410;WP_009931324.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04410;WP_009931324.1;1.0;;
lmo2732	Listeria monocytogenes EGD;LMON_RS13975;WP_014601208.1;0.996;;Listeria monocytogenes 10403S;LMRG_RS13925;WP_014601208.1;0.996;;
lmo0691	Listeria monocytogenes EGD;LMON_RS03470;WP_003721812.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03470;WP_003721812.1;1.0;;
lmo0789	Listeria monocytogenes EGD;LMON_RS03960;WP_014600633.1;0.9787234;;Listeria monocytogenes 10403S;LMRG_RS03960;WP_014600633.1;0.9787234;;
lmo1634	Listeria monocytogenes EGD;LMON_RS08445;WP_003733217.1;0.9988453;;Listeria monocytogenes 10403S;LMRG_RS08145;WP_003733217.1;0.9988453;;
lmo0569	Listeria monocytogenes EGD;LMON_RS02845;WP_003721363.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS02845;WP_003721363.1;1.0;;
lmo2380	Listeria monocytogenes EGD;LMON_RS12135;WP_003722406.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12085;WP_003722406.1;1.0;;
lmo0980	Listeria monocytogenes EGD;LMON_RS04940;WP_014600694.1;0.996;;Listeria monocytogenes 10403S;LMRG_RS04940;WP_014600694.1;0.996;;
lmo1309	Listeria monocytogenes EGD;LMON_RS06815;WP_003723445.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06510;WP_003723445.1;1.0;;
lmo2281	Listeria monocytogenes 10403S;LMRG_RS11545;WP_003722524.1;0.9807692;;
lmo2633	Listeria monocytogenes EGD;LMON_RS13470;WP_003720954.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS13420;WP_003720954.1;1.0;;
lmo1964	Listeria monocytogenes EGD;LMON_RS10225;WP_010679823.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09925;WP_010679823.1;1.0;;
lmo1732	Listeria monocytogenes EGD;LMON_RS09050;WP_003722209.1;0.9963768;;Listeria monocytogenes 10403S;LMRG_RS08750;WP_003722209.1;0.9963768;;
lmo0017	Listeria monocytogenes EGD;LMON_RS00085;WP_014600343.1;0.99731183;;Listeria monocytogenes 10403S;LMRG_RS00085;WP_014600343.1;0.99731183;;
lmo2437	Listeria monocytogenes EGD;LMON_RS12420;WP_003723339.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12370;WP_003723339.1;1.0;;
lmo1100	Listeria monocytogenes EGD;LMON_RS03220;WP_014600597.1;0.33663365;;Listeria monocytogenes 10403S;LMRG_RS03220;WP_014600597.1;0.33663365;;
lmo2271	Listeria monocytogenes EGD;LMON_RS06455;WP_014930932.1;0.85714287;;Listeria monocytogenes 10403S;LMRG_RS14550;WP_014601066.1;0.9350649;;
lmo2018	Listeria monocytogenes EGD;LMON_RS10495;WP_014600985.1;0.993921;;Listeria monocytogenes 10403S;LMRG_RS10195;WP_014600985.1;0.993921;;
lmo1198	Listeria monocytogenes EGD;LMON_RS05940;WP_014600767.1;0.9591837;;Listeria monocytogenes 10403S;LMRG_RS05940;WP_014600767.1;0.9591837;;
lmo1451	Listeria monocytogenes EGD;LMON_RS07525;WP_014600834.1;0.9969789;;Listeria monocytogenes 10403S;LMRG_RS07220;WP_014600834.1;0.9969789;;
lmo1603	Listeria monocytogenes EGD;LMON_RS08290;WP_014600873.1;0.9972973;;Listeria monocytogenes 10403S;LMRG_RS07985;WP_014600873.1;0.9972973;;
lmo1055	Listeria monocytogenes EGD;LMON_RS05315;WP_003722682.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05315;WP_003722682.1;1.0;;
lmo2487	Listeria monocytogenes EGD;LMON_RS12675;WP_014601139.1;0.99761903;;Listeria monocytogenes 10403S;LMRG_RS12625;WP_014601139.1;0.99761903;;
lmo2741	Listeria monocytogenes EGD;LMON_RS14020;WP_010990057.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS13970;WP_010990057.1;1.0;;
lmo0744	Listeria monocytogenes EGD;LMON_RS03735;WP_014600617.1;0.9924925;;Listeria monocytogenes 10403S;LMRG_RS03735;WP_014600617.1;0.9924925;;
lmo1296	Listeria monocytogenes EGD;LMON_RS06750;WP_022741839.1;0.997543;;Listeria monocytogenes 10403S;LMRG_RS06445;WP_022741839.1;0.997543;;
lmo2642	Listeria monocytogenes EGD;LMON_RS13515;WP_014601177.1;0.986456;;Listeria monocytogenes 10403S;LMRG_RS13465;WP_014601177.1;0.986456;;
lmo0957	Listeria monocytogenes EGD;LMON_RS04820;WP_003722778.1;0.99572647;;Listeria monocytogenes 10403S;LMRG_RS04820;WP_003722778.1;0.99572647;;
lmo2236	Listeria monocytogenes EGD;LMON_RS11640;WP_014601056.1;0.97231835;;Listeria monocytogenes 10403S;LMRG_RS11340;WP_014601056.1;0.97231835;;
lmo1701	Listeria monocytogenes EGD;LMON_RS08900;WP_014600910.1;0.9059829;;Listeria monocytogenes 10403S;LMRG_RS08600;WP_014600910.1;0.9059829;;
lmo1955	Listeria monocytogenes EGD;LMON_RS10180;WP_012951821.1;0.996633;;Listeria monocytogenes 10403S;LMRG_RS09880;WP_012951821.1;0.996633;;
lmo0052	Listeria monocytogenes EGD;LMON_RS00260;WP_003721675.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00260;WP_003721675.1;1.0;;
lmo0286	Listeria monocytogenes EGD;LMON_RS01485;WP_014600442.1;0.9898219;;Listeria monocytogenes 10403S;LMRG_RS01485;WP_014600442.1;0.9898219;;
lmo0646	Listeria monocytogenes EGD;LMON_RS03245;WP_014600599.1;0.9928315;;Listeria monocytogenes 10403S;LMRG_RS03245;WP_014600599.1;0.9928315;;
lmo1416	Listeria monocytogenes EGD;LMON_RS07350;WP_003721921.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07045;WP_003721921.1;1.0;;
lmo2075	Listeria monocytogenes EGD;LMON_RS10780;WP_003731954.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10480;WP_003731954.1;1.0;;
lmo2138	Listeria monocytogenes EGD;LMON_RS11140;WP_014601028.1;0.98350513;;Listeria monocytogenes 10403S;LMRG_RS10840;WP_014601028.1;0.98350513;;
lmo1799	Listeria monocytogenes EGD;LMON_RS09400;WP_077913081.1;0.24695459;;Listeria monocytogenes 10403S;LMRG_RS09100;WP_077904662.1;0.25027686;;
lmo0340	Listeria monocytogenes EGD;LMON_RS01760;WP_077346016.1;0.8472222;;Listeria monocytogenes 10403S;LMRG_RS01760;WP_077346016.1;0.8472222;;
lmo2370	Listeria monocytogenes EGD;LMON_RS12085;WP_003722396.1;0.9974227;;Listeria monocytogenes 10403S;LMRG_RS12035;WP_003722396.1;0.9974227;;
lmo2522	Listeria monocytogenes EGD;LMON_RS12850;WP_003733917.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12800;WP_003733917.1;1.0;;
lmo0903	Listeria monocytogenes EGD;LMON_RS04550;WP_014600671.1;0.99206346;;Listeria monocytogenes 10403S;LMRG_RS04550;WP_014600671.1;0.99206346;;
lmo0150	
lmo0547	Listeria monocytogenes EGD;LMON_RS02735;WP_003721341.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS02735;WP_003721341.1;1.0;;
lmo0197	Listeria monocytogenes EGD;LMON_RS00950;WP_003722726.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00950;WP_003722726.1;1.0;;
lmo1233	Listeria monocytogenes EGD;LMON_RS06115;WP_003723853.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06115;WP_003723853.1;1.0;;
lmo1898	Listeria monocytogenes EGD;LMON_RS09895;WP_003723008.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09595;WP_003723008.1;1.0;;
lmo2173	Listeria monocytogenes EGD;LMON_RS11325;WP_003722297.1;0.9978022;;Listeria monocytogenes 10403S;LMRG_RS11025;WP_014601038.1;0.9956044;;
lmo2786	Listeria monocytogenes EGD;LMON_RS14230;WP_012951075.1;0.9969419;;Listeria monocytogenes 10403S;LMRG_RS14185;WP_012951075.1;0.9969419;;
lmo2839	Listeria monocytogenes EGD;LMON_RS14490;WP_003723844.1;0.9976744;;Listeria monocytogenes 10403S;LMRG_RS14445;WP_003723844.1;0.9976744;;
lmo1331	Listeria monocytogenes EGD;LMON_RS06925;WP_014600802.1;0.99723375;;Listeria monocytogenes 10403S;LMRG_RS06620;WP_014600802.1;0.99723375;;
lmo0385	Listeria monocytogenes EGD;LMON_RS01990;WP_014600497.1;0.9815385;;Listeria monocytogenes 10403S;LMRG_RS01990;WP_014600497.1;0.9815385;;
lmo1002	Listeria monocytogenes EGD;LMON_RS05050;WP_003719221.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05050;WP_003719221.1;1.0;;
lmo2607	Listeria monocytogenes EGD;LMON_RS13340;WP_003720926.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS13290;WP_003720926.1;1.0;;
lmo0659	Listeria monocytogenes EGD;LMON_RS03310;WP_003721776.1;0.9966443;;Listeria monocytogenes 10403S;LMRG_RS03310;WP_003721776.1;0.9966443;;
lmo0250	Listeria monocytogenes EGD;LMON_RS01295;WP_003732833.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS01295;WP_003732833.1;1.0;;
lmo2459	Listeria monocytogenes EGD;LMON_RS12530;WP_003732485.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12480;WP_003732485.1;1.0;;
lmo1122	Listeria monocytogenes EGD;LMON_RS05560;WP_014600733.1;0.9856115;;Listeria monocytogenes 10403S;LMRG_RS05560;WP_014600733.1;0.9856115;;
lmo0461	
lmo2249	Listeria monocytogenes EGD;LMON_RS11705;WP_003723381.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11405;WP_003723381.1;1.0;;
lmo1996	Listeria monocytogenes EGD;LMON_RS10385;WP_003732007.1;0.9936508;;Listeria monocytogenes 10403S;LMRG_RS10085;WP_003732007.1;0.9936508;;
lmo2719	Listeria monocytogenes EGD;LMON_RS13910;WP_014601202.1;0.98717946;;Listeria monocytogenes 10403S;LMRG_RS13860;WP_014601202.1;0.98717946;;
lmo1429	Listeria monocytogenes EGD;LMON_RS07415;WP_003732329.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07110;WP_003732329.1;1.0;;
lmo1786	Listeria monocytogenes EGD;LMON_RS09335;WP_010989812.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09035;WP_010989812.1;1.0;;
lmo2406	Listeria monocytogenes EGD;LMON_RS12265;WP_003732461.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12215;WP_003732461.1;1.0;;
lmo2509	Listeria monocytogenes EGD;LMON_RS12785;WP_014601144.1;0.9908257;;Listeria monocytogenes 10403S;LMRG_RS12735;WP_014601144.1;0.9908257;;
lmo0560	Listeria monocytogenes EGD;LMON_RS02800;WP_003721354.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS02800;WP_003721354.1;1.0;;
lmo2393	Listeria monocytogenes EGD;LMON_RS12200;WP_003722419.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12150;WP_003722419.1;1.0;;
lmo1545	Listeria monocytogenes EGD;LMON_RS07995;WP_003723227.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07690;WP_003723227.1;1.0;;
lmo1220	Listeria monocytogenes EGD;LMON_RS06050;WP_003721618.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06050;WP_003721618.1;1.0;;
lmo2620	Listeria monocytogenes EGD;LMON_RS13405;WP_003720938.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS13355;WP_003720938.1;1.0;;
lmo1318	Listeria monocytogenes EGD;LMON_RS06860;WP_003723454.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06555;WP_003723454.1;1.0;;
lmo1723	Listeria monocytogenes EGD;LMON_RS09005;WP_003722200.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08705;WP_003722200.1;1.0;;
lmo2294	Listeria monocytogenes 10403S;LMRG_RS11610;WP_014601082.1;0.9166667;;
lmo0030	Listeria monocytogenes EGD;LMON_RS00150;WP_003721653.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00150;WP_003721653.1;1.0;;
lmo0802	Listeria monocytogenes EGD;LMON_RS04025;WP_014600637.1;0.990566;;Listeria monocytogenes 10403S;LMRG_RS04025;WP_014600637.1;0.990566;;
lmo0624	Listeria monocytogenes EGD;LMON_RS03125;WP_003722820.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03125;WP_003722820.1;1.0;;
lmo0856	Listeria monocytogenes EGD;LMON_RS04285;WP_031664984.1;0.99124724;;Listeria monocytogenes 10403S;LMRG_RS04285;WP_031664984.1;0.99124724;;
lmo1492	Listeria monocytogenes EGD;LMON_RS07730;WP_003722000.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07425;WP_003722000.1;1.0;;
lmo0309	Listeria monocytogenes EGD;LMON_RS01630;WP_014600462.1;0.7649186;;Listeria monocytogenes 10403S;LMRG_RS01630;WP_014600462.1;0.7649186;;
lmo2544	Listeria monocytogenes EGD;LMON_RS12960;WP_003723476.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12910;WP_003723476.1;1.0;;
lmo0075	Listeria monocytogenes EGD;LMON_RS00365;WP_014600361.1;0.94941634;;Listeria monocytogenes 10403S;LMRG_RS00365;WP_014600361.1;0.94941634;;
lmo2053	Listeria monocytogenes EGD;LMON_RS10670;WP_003731966.1;0.9945946;;Listeria monocytogenes 10403S;LMRG_RS10370;WP_003731966.1;0.9945946;;
lmo2776	
lmo2116	Listeria monocytogenes EGD;LMON_RS11005;WP_003722376.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10705;WP_003722376.1;1.0;;
lmo0362	Listeria monocytogenes EGD;LMON_RS01875;WP_010989436.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS01875;WP_010989436.1;1.0;;
lmo2348	Listeria monocytogenes EGD;LMON_RS11885;WP_003722587.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11835;WP_003722587.1;1.0;;
lmo1590	Listeria monocytogenes EGD;LMON_RS08220;WP_014600871.1;0.98994976;;Listeria monocytogenes 10403S;LMRG_RS07915;WP_014600871.1;0.98994976;;
lmo0128	Listeria monocytogenes EGD;LMON_RS00630;WP_003721755.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00630;WP_003721755.1;1.0;;
lmo1821	Listeria monocytogenes EGD;LMON_RS09510;WP_003723065.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09210;WP_003723065.1;1.0;;
lmo0525	Listeria monocytogenes EGD;LMON_RS02625;WP_014600556.1;0.9954853;;Listeria monocytogenes 10403S;LMRG_RS02625;WP_014600556.1;0.9954853;;
lmo0175	Listeria monocytogenes EGD;LMON_RS00840;WP_014600402.1;0.9855422;;Listeria monocytogenes 10403S;LMRG_RS00840;WP_014600402.1;0.9855422;;
lmo0757	Listeria monocytogenes EGD;LMON_RS03800;WP_010989560.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03800;WP_010989560.1;1.0;;
lmo1353	Listeria monocytogenes EGD;LMON_RS07035;WP_014600806.1;0.99065423;;Listeria monocytogenes 10403S;LMRG_RS06730;WP_014600806.1;0.99065423;;
lmo2151	Listeria monocytogenes EGD;LMON_RS11215;WP_003722275.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10915;WP_003722275.1;1.0;;
lmo0407	Listeria monocytogenes EGD;LMON_RS02100;WP_003723120.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS02100;WP_003723120.1;1.0;;
lmo1024	Listeria monocytogenes EGD;LMON_RS05160;WP_003732454.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05160;WP_003732454.1;1.0;;
lmo1920	Listeria monocytogenes EGD;LMON_RS10005;WP_003732043.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09705;WP_003732043.1;1.0;;
lmo1688	Listeria monocytogenes EGD;LMON_RS08835;WP_014600905.1;0.99596775;;Listeria monocytogenes 10403S;LMRG_RS08535;WP_014600905.1;0.99596775;;
lmo0339	Listeria monocytogenes EGD;LMON_RS01755;WP_014600483.1;0.91056913;;Listeria monocytogenes 10403S;LMRG_RS01755;WP_014600483.1;0.91056913;;
lmo0083	Listeria monocytogenes EGD;LMON_RS00405;WP_014600366.1;0.9672131;;Listeria monocytogenes 10403S;LMRG_RS00405;WP_014600366.1;0.9672131;;
lmo0637	Listeria monocytogenes EGD;LMON_RS03190;WP_003722834.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03190;WP_003722834.1;1.0;;
lmo2845	Listeria monocytogenes EGD;LMON_RS14520;WP_014601249.1;0.9957447;;Listeria monocytogenes 10403S;LMRG_RS14475;WP_014601249.1;0.9957447;;
lmo0890	Listeria monocytogenes EGD;LMON_RS04455;WP_003721457.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04455;WP_003721457.1;1.0;;
lmo2591	Listeria monocytogenes EGD;LMON_RS13235;WP_014601167.1;0.98031497;;Listeria monocytogenes 10403S;LMRG_RS13185;WP_014601167.1;0.98031497;;
lmo1144	Listeria monocytogenes EGD;LMON_RS05670;WP_003721543.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05670;WP_003721543.1;1.0;;
lmo1484	Listeria monocytogenes EGD;LMON_RS07690;WP_012951631.1;0.995;;Listeria monocytogenes 10403S;LMRG_RS07385;WP_012951631.1;0.995;;
lmo1997	Listeria monocytogenes EGD;LMON_RS10390;WP_003723160.1;0.9927536;;Listeria monocytogenes 10403S;LMRG_RS10090;WP_003723160.1;0.9927536;;
lmo2250	Listeria monocytogenes EGD;LMON_RS11710;WP_014601059.1;0.9979424;;Listeria monocytogenes 10403S;LMRG_RS11410;WP_014601059.1;0.9979424;;
lmo1582	Listeria monocytogenes EGD;LMON_RS08180;WP_014600867.1;0.99698794;;Listeria monocytogenes 10403S;LMRG_RS07875;WP_014600867.1;0.99698794;;
lmo0682	Listeria monocytogenes EGD;LMON_RS03425;WP_003721802.1;0.996139;;Listeria monocytogenes 10403S;LMRG_RS03425;WP_003721802.1;0.996139;;
lmo0183	Listeria monocytogenes EGD;LMON_RS00880;WP_014600406.1;0.99475753;;Listeria monocytogenes 10403S;LMRG_RS00880;WP_014600406.1;0.99475753;;
lmo0538	Listeria monocytogenes EGD;LMON_RS02690;WP_014600561.1;0.9872773;;Listeria monocytogenes 10403S;LMRG_RS02690;WP_014600561.1;0.9872773;;
lmo0438	Listeria monocytogenes EGD;LMON_RS02245;WP_014930831.1;0.95609754;;Listeria monocytogenes 10403S;LMRG_RS02245;WP_014930831.1;0.95609754;;
lmo2394	Listeria monocytogenes EGD;LMON_RS12205;WP_014601118.1;0.96666664;;Listeria monocytogenes 10403S;LMRG_RS12155;WP_014601118.1;0.96666664;;
lmo0989	Listeria monocytogenes EGD;LMON_RS04985;WP_009913969.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04985;WP_009913969.1;1.0;;
lmo2349	Listeria monocytogenes EGD;LMON_RS11890;WP_003722588.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11840;WP_003722588.1;1.0;;
lmo1242	Listeria monocytogenes EGD;LMON_RS06470;WP_009924171.1;0.99492383;;Listeria monocytogenes 10403S;LMRG_RS06165;WP_009924171.1;0.99492383;;
lmo1755	Listeria monocytogenes EGD;LMON_RS09165;WP_014600922.1;0.99792963;;Listeria monocytogenes 10403S;LMRG_RS08865;WP_014600922.1;0.99792963;;
lmo1680	Listeria monocytogenes EGD;LMON_RS08675;WP_014600902.1;0.9973262;;Listeria monocytogenes 10403S;LMRG_RS08375;WP_014600902.1;0.9973262;;
lmo1340	Listeria monocytogenes EGD;LMON_RS06970;WP_003732255.1;0.9917355;;Listeria monocytogenes 10403S;LMRG_RS06665;WP_003732255.1;0.9917355;;
lmo2295	Listeria monocytogenes 10403S;LMRG_RS11615;WP_003734946.1;0.97709924;;
lmo2469	Listeria monocytogenes EGD;LMON_RS12585;WP_003732491.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12535;WP_003732491.1;1.0;;
lmo0780	Listeria monocytogenes EGD;LMON_RS03915;WP_003732926.1;0.9826087;;Listeria monocytogenes 10403S;LMRG_RS03915;WP_003732926.1;0.9826087;;
lmo2810	Listeria monocytogenes EGD;LMON_RS14345;WP_003722169.1;0.99841017;;Listeria monocytogenes 10403S;LMRG_RS14300;WP_003722169.1;0.99841017;;
lmo1934	Listeria monocytogenes EGD;LMON_RS10075;WP_003720260.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09775;WP_003720260.1;1.0;;
lmo0303	Listeria monocytogenes EGD;LMON_RS01600;WP_014600456.1;0.98913044;;Listeria monocytogenes 10403S;LMRG_RS01600;WP_014600456.1;0.98913044;;
lmo0833	Listeria monocytogenes EGD;LMON_RS04170;WP_014600652.1;0.9966216;;Listeria monocytogenes 10403S;LMRG_RS04170;WP_014600652.1;0.9966216;;
lmo1087	Listeria monocytogenes EGD;LMON_RS05475;WP_003721504.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05475;WP_003721504.1;1.0;;
lmo1362	Listeria monocytogenes EGD;LMON_RS07080;WP_003722489.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06775;WP_003722489.1;1.0;;
lmo1778	Listeria monocytogenes EGD;LMON_RS09295;WP_014600933.1;0.98832685;;Listeria monocytogenes 10403S;LMRG_RS08995;WP_014600933.1;0.98832685;;
