Gene_Id	Homologs
LMON_RS06820	Listeria monocytogenes EGD-e;lmo1310;NP_464835.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06515;WP_003723446.1;1.0;;
LMON_RS11120	Listeria monocytogenes EGD-e;lmo2134;NP_465658.1;0.9929578;;Listeria monocytogenes 10403S;LMRG_RS10820;WP_014601026.1;1.0;;
LMON_RS08590	Listeria monocytogenes EGD-e;lmo1663;NP_465188.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08290;WP_009930749.1;1.0;;
LMON_RS12765	Listeria monocytogenes EGD-e;lmo2505;NP_466028.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12715;WP_003722638.1;1.0;;
LMON_RS13790	Listeria monocytogenes EGD-e;lmo2695;NP_466217.1;0.99696046;;Listeria monocytogenes 10403S;LMRG_RS13740;WP_003732079.1;1.0;;
LMON_RS06080	Listeria monocytogenes EGD-e;lmo1226;NP_464751.1;0.99906194;;Listeria monocytogenes 10403S;LMRG_RS06080;WP_014600778.1;1.0;;
LMON_RS11585	Listeria monocytogenes EGD-e;lmo2225;NP_465749.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11285;WP_003731883.1;1.0;;
LMON_RS02810	Listeria monocytogenes EGD-e;lmo0562;NP_464090.1;0.9904762;;Listeria monocytogenes 10403S;LMRG_RS02810;WP_014600569.1;1.0;;
LMON_RS04440	Listeria monocytogenes EGD-e;lmo0887;NP_464413.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04440;WP_003721454.1;1.0;;
LMON_RS10270	Listeria monocytogenes EGD-e;lmo1973;NP_465497.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09970;WP_003723139.1;1.0;;
LMON_RS07265	Listeria monocytogenes EGD-e;lmo1399;NP_464924.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06960;WP_003721904.1;1.0;;
LMON_RS12500	Listeria monocytogenes EGD-e;lmo2453;NP_465976.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12450;WP_009925021.1;1.0;;
LMON_RS07095	Listeria monocytogenes EGD-e;lmo1365;NP_464890.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06790;WP_003733809.1;1.0;;
LMON_RS03880	Listeria monocytogenes EGD-e;lmo0773;NP_464300.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03880;WP_010989567.1;1.0;;
LMON_RS00125	Listeria monocytogenes EGD-e;lmo0025;NP_463558.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00125;WP_003732177.1;1.0;;
LMON_RS12330	Listeria monocytogenes EGD-e;lmo2419;NP_465942.1;0.9970588;;Listeria monocytogenes 10403S;LMRG_RS12280;WP_014601124.1;1.0;;
LMON_RS00055	Listeria monocytogenes EGD-e;lmo0011;NP_463544.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00055;WP_003723775.1;1.0;;
LMON_RS10570	Listeria monocytogenes EGD-e;lmo2033;NP_465557.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10270;WP_003731981.1;1.0;;
LMON_RS03440	Listeria monocytogenes EGD-e;lmo0685;NP_464212.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03440;WP_003721806.1;1.0;;
LMON_RS01015	Listeria monocytogenes EGD-e;lmo0210;NP_463741.1;0.9936508;;Listeria monocytogenes 10403S;LMRG_RS01015;WP_014600412.1;0.9904762;;
LMON_RS11045	Listeria monocytogenes EGD-e;lmo2124;NP_465648.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10745;WP_003722384.1;1.0;;
LMON_RS10285	Listeria monocytogenes EGD-e;lmo1976;NP_465500.1;0.99239546;;Listeria monocytogenes 10403S;LMRG_RS09985;WP_014600974.1;1.0;;
LMON_RS05610	Listeria monocytogenes EGD-e;lmo1132;NP_464657.1;0.9981752;;Listeria monocytogenes 10403S;LMRG_RS05610;WP_014600743.1;1.0;;
LMON_RS03595	Listeria monocytogenes EGD-e;lmo0716;NP_464243.1;0.99769056;;Listeria monocytogenes 10403S;LMRG_RS03595;WP_014600610.1;1.0;;
LMON_RS02205	Listeria monocytogenes EGD-e;lmo0429;NP_463958.1;0.9930233;;Listeria monocytogenes 10403S;LMRG_RS02205;WP_014600512.1;1.0;;
LMON_RS04255	Listeria monocytogenes EGD-e;lmo0850;NP_464376.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04255;WP_008947247.1;1.0;;
LMON_RS07735	Listeria monocytogenes EGD-e;lmo1493;NP_465018.1;0.9983389;;Listeria monocytogenes 10403S;LMRG_RS07430;WP_014600841.1;1.0;;
LMON_RS04640	Listeria monocytogenes EGD-e;lmo0921;NP_464447.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04640;WP_003721489.1;1.0;;
LMON_RS05410	Listeria monocytogenes EGD-e;lmo1074;NP_464599.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05410;WP_003722701.1;1.0;;
LMON_RS14205	Listeria monocytogenes EGD-e;lmo2781;NP_466303.1;0.97089946;;Listeria monocytogenes 10403S;LMRG_RS14160;WP_014601222.1;1.0;;
LMON_RS07375	Listeria monocytogenes EGD-e;lmo1421;NP_464946.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07070;WP_009926601.1;1.0;;
LMON_RS04045	Listeria monocytogenes EGD-e;lmo0806;NP_464333.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04045;WP_003733776.1;1.0;;
LMON_RS07285	Listeria monocytogenes EGD-e;lmo1403;NP_464928.1;0.99883723;;Listeria monocytogenes 10403S;LMRG_RS06980;WP_014600816.1;1.0;;
LMON_RS01905	Listeria monocytogenes EGD-e;lmo0368;NP_463898.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS01905;WP_009914285.1;1.0;;
LMON_RS11475	Listeria monocytogenes EGD-e;lmo2203;NP_465727.1;0.9946667;;Listeria monocytogenes 10403S;LMRG_RS11175;WP_012951903.1;1.0;;
LMON_RS14550	Listeria monocytogenes EGD-e;lmo2851;NP_466373.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS14505;WP_003732166.1;1.0;;
LMON_RS09260	Listeria monocytogenes EGD-e;lmo1774;NP_465299.1;0.9946524;;Listeria monocytogenes 10403S;LMRG_RS08960;WP_031695688.1;0.9973262;;
LMON_RS13725	Listeria monocytogenes EGD-e;lmo2683;NP_466205.1;0.97029704;;Listeria monocytogenes 10403S;LMRG_RS13675;WP_003733064.1;1.0;;
LMON_RS05275	Listeria monocytogenes EGD-e;lmo1047;NP_464572.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05275;WP_003722673.1;1.0;;
LMON_RS08405	Listeria monocytogenes EGD-e;lmo1626;NP_465151.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08105;WP_003723932.1;1.0;;
LMON_RS02605	Listeria monocytogenes EGD-e;lmo0521;NP_464049.1;0.9931507;;Listeria monocytogenes 10403S;LMRG_RS02605;WP_003721315.1;1.0;;
LMON_RS03250	Listeria monocytogenes EGD-e;lmo0647;NP_464174.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03250;WP_003721764.1;1.0;;
LMON_RS10720	Listeria monocytogenes EGD-e;lmo2063;NP_465587.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10420;WP_009926079.1;1.0;;
LMON_RS14035	Listeria monocytogenes EGD-e;lmo2744;NP_466266.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS13985;WP_003722104.1;1.0;;
LMON_RS01280	Listeria monocytogenes EGD-e;lmo0247;NP_463778.1;0.98717946;;Listeria monocytogenes 10403S;LMRG_RS01280;WP_003732832.1;1.0;;
LMON_RS00905	Listeria monocytogenes EGD-e;lmo0188;NP_463719.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00905;WP_003722718.1;1.0;;
LMON_RS04785	Listeria monocytogenes EGD-e;lmo0950;NP_464475.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04785;WP_003722771.1;1.0;;
LMON_RS10365	Listeria monocytogenes EGD-e;lmo1992;NP_465516.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10065;WP_003723157.1;1.0;;
LMON_RS07030	Listeria monocytogenes EGD-e;lmo1352;NP_464877.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06725;WP_003732264.1;1.0;;
LMON_RS10665	Listeria monocytogenes EGD-e;lmo2052;NP_465576.1;0.9875;;Listeria monocytogenes 10403S;LMRG_RS10365;WP_014601002.1;1.0;;
LMON_RS05405	Listeria monocytogenes EGD-e;lmo1073;NP_464598.1;0.9966555;;Listeria monocytogenes 10403S;LMRG_RS05405;WP_014600718.1;1.0;;
LMON_RS03455	Listeria monocytogenes EGD-e;lmo0688;NP_464215.1;0.99686027;;Listeria monocytogenes 10403S;LMRG_RS03455;WP_003733162.1;1.0;;
LMON_RS03490	Listeria monocytogenes EGD-e;lmo0695;NP_464222.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03490;WP_010989545.1;1.0;;
LMON_RS11540	Listeria monocytogenes EGD-e;lmo2216;NP_465740.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11240;WP_003723834.1;1.0;;
LMON_RS00075	Listeria monocytogenes EGD-e;lmo0015;NP_463548.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00075;WP_003721631.1;1.0;;
LMON_RS09125	Listeria monocytogenes EGD-e;lmo1747;NP_465272.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08825;WP_003722224.1;1.0;;
LMON_RS02005	Listeria monocytogenes EGD-e;lmo0388;NP_463918.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS02005;WP_003723100.1;1.0;;
LMON_RS02595	Listeria monocytogenes EGD-e;lmo0519;NP_464047.1;0.9957537;;Listeria monocytogenes 10403S;LMRG_RS02595;WP_014600553.1;1.0;;
LMON_RS05515	Listeria monocytogenes EGD-e;lmo1095;NP_464620.1;0.97761196;;Listeria monocytogenes 10403S;LMRG_RS05515;WP_003732712.1;1.0;;
LMON_RS10985	Listeria monocytogenes EGD-e;lmo2112;NP_465636.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10685;WP_003731934.1;1.0;;
LMON_RS02880	Listeria monocytogenes EGD-e;lmo0576;NP_464104.1;0.9671458;;Listeria monocytogenes 10403S;LMRG_RS02880;WP_014600573.1;0.9979466;;
LMON_RS09865	Listeria monocytogenes EGD-e;lmo1892;NP_465416.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09565;WP_003723002.1;1.0;;
LMON_RS01200	Listeria monocytogenes EGD-e;lmo0231;NP_463762.1;0.9941176;;Listeria monocytogenes 10403S;LMRG_RS01200;WP_014600420.1;1.0;;
LMON_RS02400	Listeria monocytogenes EGD-e;lmo0480;NP_464008.1;0.9892473;;Listeria monocytogenes 10403S;LMRG_RS02400;WP_003733207.1;1.0;;
LMON_RS03230	Listeria monocytogenes EGD-e;lmo0643;NP_464170.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03230;WP_003732614.1;1.0;;
LMON_RS09020	Listeria monocytogenes EGD-e;lmo1726;NP_465251.1;0.9969419;;Listeria monocytogenes 10403S;LMRG_RS08720;WP_014600914.1;1.0;;
LMON_RS12945	Listeria monocytogenes EGD-e;lmo2541;NP_466064.1;0.99130434;;Listeria monocytogenes 10403S;LMRG_RS12895;WP_003723473.1;1.0;;
LMON_RS07540	Listeria monocytogenes EGD-e;lmo1454;NP_464979.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07235;WP_003721960.1;1.0;;
LMON_RS14825	Listeria monocytogenes 10403S;LMRG_RS14780;WP_003739133.1;1.0;;
LMON_RS11710	Listeria monocytogenes EGD-e;lmo2250;NP_465774.1;0.9979424;;Listeria monocytogenes 10403S;LMRG_RS11410;WP_014601059.1;1.0;;
LMON_RS04225	Listeria monocytogenes EGD-e;lmo0844;NP_464370.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04225;WP_009925584.1;1.0;;
LMON_RS14610	Listeria monocytogenes 10403S;LMRG_RS14570;WP_077286449.1;1.0;;
LMON_RS11455	Listeria monocytogenes EGD-e;lmo2199;NP_465723.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS11155;WP_003722322.1;1.0;;
LMON_RS10550	Listeria monocytogenes EGD-e;lmo2029;NP_465553.1;0.9895833;;Listeria monocytogenes 10403S;LMRG_RS10250;WP_003724066.1;1.0;;
LMON_RS02445	Listeria monocytogenes EGD-e;lmo0489;NP_464017.1;0.9939759;;Listeria monocytogenes 10403S;LMRG_RS02445;WP_014600540.1;1.0;;
LMON_RS00635	Listeria monocytogenes EGD-e;lmo0129;NP_463662.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00635;WP_010989349.1;1.0;;
LMON_RS13545	Listeria monocytogenes EGD-e;lmo2648;NP_466170.1;0.9969697;;Listeria monocytogenes 10403S;LMRG_RS13495;WP_014601179.1;1.0;;
LMON_RS05175	Listeria monocytogenes EGD-e;lmo1027;NP_464552.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05175;WP_003722651.1;1.0;;
LMON_RS10620	Listeria monocytogenes EGD-e;lmo2043;NP_465567.1;0.9879518;;Listeria monocytogenes 10403S;LMRG_RS10320;WP_022741861.1;1.0;;
LMON_RS12310	Listeria monocytogenes EGD-e;lmo2415;NP_465938.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12260;WP_003722442.1;1.0;;
LMON_RS08370	Listeria monocytogenes EGD-e;lmo1619;NP_465144.1;0.9965398;;Listeria monocytogenes 10403S;LMRG_RS08070;WP_003732538.1;1.0;;
LMON_RS01720	Listeria monocytogenes EGD-e;lmo0333;NP_463863.1;0.9966254;;Listeria monocytogenes 10403S;LMRG_RS01720;WP_014600477.1;1.0;;
LMON_RS09825	Listeria monocytogenes EGD-e;lmo1885;NP_465409.1;0.9947917;;Listeria monocytogenes 10403S;LMRG_RS09525;WP_003724079.1;1.0;;
LMON_RS05455	Listeria monocytogenes EGD-e;lmo1083;NP_464608.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05455;WP_010989656.1;1.0;;
LMON_RS03355	Listeria monocytogenes EGD-e;lmo0668;NP_464195.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03355;WP_003721786.1;1.0;;
LMON_RS11055	Listeria monocytogenes EGD-e;lmo2126;NP_465650.1;0.9966159;;Listeria monocytogenes 10403S;LMRG_RS10755;WP_014601024.1;1.0;;
LMON_RS05645	Listeria monocytogenes EGD-e;lmo1139;NP_464664.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05645;WP_009933017.1;1.0;;
LMON_RS06015	Listeria monocytogenes EGD-e;lmo1213;NP_464738.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06015;WP_003724743.1;1.0;;
LMON_RS06250	
LMON_RS00150	Listeria monocytogenes EGD-e;lmo0030;NP_463563.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00150;WP_003721653.1;1.0;;
LMON_RS02915	Listeria monocytogenes EGD-e;lmo0583;NP_464111.1;0.9974227;;Listeria monocytogenes 10403S;LMRG_RS02915;WP_014600575.1;1.0;;
LMON_RS04310	Listeria monocytogenes EGD-e;lmo0861;NP_464387.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04310;WP_003721426.1;1.0;;
LMON_RS00105	Listeria monocytogenes EGD-e;lmo0021;NP_463554.1;0.9849624;;Listeria monocytogenes 10403S;LMRG_RS00105;WP_014600344.1;1.0;;
LMON_RS03850	Listeria monocytogenes EGD-e;lmo0767;NP_464294.1;0.99656355;;Listeria monocytogenes 10403S;LMRG_RS03850;WP_003721884.1;1.0;;
LMON_RS06135	Listeria monocytogenes EGD-e;lmo1237;NP_464762.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06135;WP_003723856.1;1.0;;
LMON_RS09975	Listeria monocytogenes EGD-e;lmo1914;NP_465438.1;0.98678416;;Listeria monocytogenes 10403S;LMRG_RS09675;WP_003723024.1;1.0;;
LMON_RS07020	Listeria monocytogenes EGD-e;lmo1350;NP_464875.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06715;WP_003722477.1;1.0;;
LMON_RS12300	Listeria monocytogenes EGD-e;lmo2413;NP_465936.1;0.997549;;Listeria monocytogenes 10403S;LMRG_RS12250;WP_014601122.1;1.0;;
LMON_RS07390	Listeria monocytogenes EGD-e;lmo1424;NP_464949.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07085;WP_003721929.1;1.0;;
LMON_RS01485	Listeria monocytogenes EGD-e;lmo0286;NP_463817.1;0.9898219;;Listeria monocytogenes 10403S;LMRG_RS01485;WP_014600442.1;1.0;;
LMON_RS04740	Listeria monocytogenes EGD-e;lmo0941;NP_464466.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04740;WP_010989621.1;1.0;;
LMON_RS00610	Listeria monocytogenes EGD-e;lmo0124;NP_463657.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00610;WP_003721751.1;1.0;;
LMON_RS02670	Listeria monocytogenes EGD-e;lmo0534;NP_464062.1;0.9977827;;Listeria monocytogenes 10403S;LMRG_RS02670;WP_003721328.1;1.0;;
LMON_RS14745	Listeria monocytogenes EGD-e;lmo0866a;YP_008475633.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS14700;WP_003732375.1;1.0;;
LMON_RS07640	Listeria monocytogenes EGD-e;lmo1474;NP_464999.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07335;WP_003721982.1;1.0;;
LMON_RS08540	Listeria monocytogenes EGD-e;lmo1654;NP_465179.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08240;WP_003733229.1;1.0;;
LMON_RS14165	Listeria monocytogenes EGD-e;lmo2770;NP_466292.1;0.99871135;;Listeria monocytogenes 10403S;LMRG_RS14115;WP_014601220.1;1.0;;
LMON_RS04455	Listeria monocytogenes EGD-e;lmo0890;NP_464416.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04455;WP_003721457.1;1.0;;
LMON_RS02760	Listeria monocytogenes EGD-e;lmo0552;NP_464080.1;0.9941691;;Listeria monocytogenes 10403S;LMRG_RS02760;WP_014600566.1;1.0;;
LMON_RS02065	Listeria monocytogenes EGD-e;lmo0400;NP_463930.1;0.9945946;;Listeria monocytogenes 10403S;LMRG_RS02065;WP_003723113.1;1.0;;
LMON_RS00570	Listeria monocytogenes EGD-e;lmo0116;NP_463649.1;0.9927536;;Listeria monocytogenes 10403S;LMRG_RS00570;WP_003732220.1;1.0;;
LMON_RS07185	Listeria monocytogenes EGD-e;lmo1383;NP_464908.1;0.99441344;;Listeria monocytogenes 10403S;LMRG_RS06880;WP_003722509.1;1.0;;
LMON_RS11635	Listeria monocytogenes EGD-e;lmo2235;NP_465759.1;0.98907954;;Listeria monocytogenes 10403S;LMRG_RS11335;WP_003723366.1;1.0;;
LMON_RS03445	Listeria monocytogenes EGD-e;lmo0686;NP_464213.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS03445;WP_009925499.1;1.0;;
LMON_RS11075	Listeria monocytogenes EGD-e;lmo2130;NP_465654.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10775;WP_003731925.1;1.0;;
LMON_RS09345	Listeria monocytogenes EGD-e;lmo1788;NP_465313.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09045;WP_003728424.1;1.0;;
LMON_RS06950	Listeria monocytogenes EGD-e;lmo1336;NP_464861.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06645;WP_003722464.1;1.0;;
LMON_RS08660	Listeria monocytogenes EGD-e;lmo1677;NP_465202.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08360;WP_003723268.1;1.0;;
LMON_RS07145	Listeria monocytogenes EGD-e;lmo1375;NP_464900.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06840;WP_010990107.1;1.0;;
LMON_RS10425	Listeria monocytogenes EGD-e;lmo2004;NP_465528.1;0.9670782;;Listeria monocytogenes 10403S;LMRG_RS10125;WP_014600980.1;1.0;;
LMON_RS11390	Listeria monocytogenes EGD-e;lmo2186;NP_465710.1;0.9951691;;Listeria monocytogenes 10403S;LMRG_RS11090;WP_014601046.1;1.0;;
LMON_RS04370	Listeria monocytogenes EGD-e;lmo0873;NP_464399.1;0.99553573;;Listeria monocytogenes 10403S;LMRG_RS04370;WP_014600664.1;1.0;;
LMON_RS00460	Listeria monocytogenes EGD-e;lmo0094;NP_463627.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS00460;WP_003721720.1;1.0;;
LMON_RS03155	Listeria monocytogenes EGD-e;lmo0630;NP_464157.1;0.99852073;;Listeria monocytogenes 10403S;LMRG_RS03155;WP_003732623.1;1.0;;
LMON_RS07605	Listeria monocytogenes EGD-e;lmo1467;NP_464992.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07300;WP_003721973.1;1.0;;
LMON_RS12895	Listeria monocytogenes EGD-e;lmo2531;NP_466054.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12845;WP_003723464.1;1.0;;
LMON_RS01860	Listeria monocytogenes EGD-e;lmo0360;NP_463890.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS01860;WP_003723211.1;1.0;;
LMON_RS10305	Listeria monocytogenes EGD-e;lmo1980;NP_465504.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS10005;WP_003727979.1;1.0;;
LMON_RS09215	Listeria monocytogenes EGD-e;lmo1765;NP_465290.1;0.95481336;;Listeria monocytogenes 10403S;LMRG_RS08915;WP_014600927.1;1.0;;
LMON_RS11580	Listeria monocytogenes EGD-e;lmo2224;NP_465748.1;0.99469495;;Listeria monocytogenes 10403S;LMRG_RS11280;WP_014601055.1;0.9973475;;
LMON_RS08845	Listeria monocytogenes EGD-e;lmo1690;NP_465215.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08545;WP_003723878.1;1.0;;
LMON_RS07135	Listeria monocytogenes EGD-e;lmo1373;NP_464898.1;0.9969419;;Listeria monocytogenes 10403S;LMRG_RS06830;WP_003722499.1;1.0;;
LMON_RS05025	Listeria monocytogenes EGD-e;lmo0997;NP_464522.1;0.99585634;;Listeria monocytogenes 10403S;LMRG_RS05025;WP_014600699.1;1.0;;
LMON_RS06315	
LMON_RS13000	Listeria monocytogenes EGD-e;lmo2552;NP_466075.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12950;WP_003732525.1;1.0;;
LMON_RS05315	Listeria monocytogenes EGD-e;lmo1055;NP_464580.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05315;WP_003722682.1;1.0;;
LMON_RS07460	Listeria monocytogenes EGD-e;lmo1438;NP_464963.1;0.99861306;;Listeria monocytogenes 10403S;LMRG_RS07155;WP_014600829.1;1.0;;
LMON_RS12785	Listeria monocytogenes EGD-e;lmo2509;NP_466032.1;0.9585799;;Listeria monocytogenes 10403S;LMRG_RS12735;WP_014601144.1;1.0;;
LMON_RS06825	Listeria monocytogenes EGD-e;lmo1311;NP_464836.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06520;WP_010989732.1;1.0;;
LMON_RS07280	Listeria monocytogenes EGD-e;lmo1402;NP_464927.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06975;WP_003744056.1;1.0;;
LMON_RS10840	Listeria monocytogenes EGD-e;lmo2086;NP_465610.1;0.9669031;;Listeria monocytogenes 10403S;LMRG_RS10540;WP_014601011.1;1.0;;
LMON_RS08080	Listeria monocytogenes EGD-e;lmo1562;NP_465087.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS07775;WP_003723246.1;1.0;;
LMON_RS05810	Listeria monocytogenes EGD-e;lmo1172;NP_464697.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05810;WP_003724712.1;1.0;;
LMON_RS00955	Listeria monocytogenes EGD-e;lmo0198;NP_463729.1;0.9978118;;Listeria monocytogenes 10403S;LMRG_RS00955;WP_003722727.1;1.0;;
LMON_RS04830	Listeria monocytogenes EGD-e;lmo0959;NP_464484.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04830;WP_003722780.1;1.0;;
LMON_RS08495	Listeria monocytogenes EGD-e;lmo1644;NP_465169.1;0.9990672;;Listeria monocytogenes 10403S;LMRG_RS08195;WP_014600882.1;1.0;;
LMON_RS04745	Listeria monocytogenes EGD-e;lmo0942;NP_464467.1;0.9850249;;Listeria monocytogenes 10403S;LMRG_RS04745;WP_014600687.1;0.9983361;;
LMON_RS06200	
LMON_RS06970	Listeria monocytogenes EGD-e;lmo1340;NP_464865.1;0.9917355;;Listeria monocytogenes 10403S;LMRG_RS06665;WP_003732255.1;1.0;;
LMON_RS14430	Listeria monocytogenes EGD-e;lmo2827;NP_466349.1;0.98571426;;Listeria monocytogenes 10403S;LMRG_RS14385;WP_014601242.1;1.0;;
LMON_RS08680	Listeria monocytogenes EGD-e;lmo1681;NP_465206.1;0.9986928;;Listeria monocytogenes 10403S;LMRG_RS08380;WP_003733295.1;1.0;;
LMON_RS10155	Listeria monocytogenes EGD-e;lmo1950;NP_465474.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09855;WP_003723597.1;1.0;;
LMON_RS09170	Listeria monocytogenes EGD-e;lmo1756;NP_465281.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS08870;WP_003722233.1;1.0;;
LMON_RS03060	Listeria monocytogenes EGD-e;lmo0611;NP_464138.1;0.9951923;;Listeria monocytogenes 10403S;LMRG_RS03060;WP_014600588.1;1.0;;
LMON_RS04110	Listeria monocytogenes EGD-e;lmo0819;NP_464346.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS04110;WP_003732952.1;1.0;;
LMON_RS02395	Listeria monocytogenes EGD-e;lmo0479;NP_464007.1;0.9831933;;Listeria monocytogenes 10403S;LMRG_RS02395;WP_009925059.1;1.0;;
LMON_RS06805	Listeria monocytogenes EGD-e;lmo1307;NP_464832.1;0.9714286;;Listeria monocytogenes 10403S;LMRG_RS06500;WP_014600797.1;1.0;;
LMON_RS12445	Listeria monocytogenes EGD-e;lmo2442;NP_465965.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS12395;WP_003723344.1;1.0;;
LMON_RS09535	Listeria monocytogenes EGD-e;lmo1826;NP_465351.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09235;WP_003728294.1;1.0;;
LMON_RS06905	Listeria monocytogenes EGD-e;lmo1327;NP_464852.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06600;WP_003719600.1;1.0;;
LMON_RS14885	Listeria monocytogenes EGD-e;lmo2536a;YP_008475642.1;0.96428573;;Listeria monocytogenes 10403S;LMRG_RS14840;WP_077346008.1;1.0;;
LMON_RS06235	
LMON_RS13500	Listeria monocytogenes EGD-e;lmo2639;NP_466162.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS13450;WP_003733042.1;1.0;;
LMON_RS05375	Listeria monocytogenes EGD-e;lmo1067;NP_464592.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05375;WP_003722695.1;1.0;;
LMON_RS05615	Listeria monocytogenes EGD-e;lmo1133;NP_464658.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS05615;WP_003721533.1;1.0;;
LMON_RS06800	Listeria monocytogenes EGD-e;lmo1306;NP_464831.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS06495;WP_003723442.1;1.0;;
LMON_RS01355	Listeria monocytogenes EGD-e;lmo0265;NP_463796.1;0.9050132;;Listeria monocytogenes 10403S;LMRG_RS01355;WP_014600433.1;1.0;;
LMON_RS02715	Listeria monocytogenes EGD-e;lmo0543;NP_464071.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS02715;WP_003721337.1;1.0;;
LMON_RS10085	Listeria monocytogenes EGD-e;lmo1936;NP_465460.1;1.0;;Listeria monocytogenes 10403S;LMRG_RS09785;WP_003724031.1;1.0;;
