Elements	begin	end	length	strand	type	details	synonim
LMON_RS02240	458927.0	459772.0	846.0	+	Gene		
LMON_RS02245	459929.0	460546.0	618.0	+	Gene		
LMON_RS02250	460579.0	461847.0	1269.0	-	Gene		
LMON_RS02255	461985.0	462488.0	504.0	+	Gene		
LMON_RS02260	462532.0	464568.0	2037.0	-	Gene		
LMON_RS02265	464740.0	465054.0	315.0	+	Gene		
LMON_RS02270	465191.0	466120.0	930.0	+	Gene		
LMON_RS02275	466349.0	469129.0	2781.0	+	Gene		
LMON_RS02280	469373.0	470860.0	1488.0	+	Gene		
LMON_RS02285	471134.0	472123.0	990.0	+	Gene		
LMON_RS02290	472178.0	473566.0	1389.0	+	Gene		
LMON_RS02295	473663.0	475114.0	1452.0	+	Gene		
LMON_RS14670	475126.0	475281.0	156.0	+	Gene		
LMON_RS02300	475579.0	476304.0	726.0	+	Gene		
LMON_RS02305	476347.0	477012.0	666.0	-	Gene		
LMON_RS02310	477033.0	477788.0	756.0	-	Gene		
LMON_RS02315	477905.0	480064.0	2160.0	-	Gene		
LMON_RS02320	480061.0	481209.0	1149.0	-	Gene		
LMON_RS02325	481214.0	482161.0	948.0	-	Gene		
LMON_RS02330	482317.0	483912.0	1596.0	+	Gene		
LMON_RS02335	484046.0	485329.0	1284.0	+	Gene		
LMON_RS02340	485330.0	486430.0	1101.0	+	Gene		
LMON_RS02345	486423.0	487973.0	1551.0	+	Gene		
LMON_RS14675	488067.0	488321.0	255.0	+	Gene		
LMON_RS02350	488344.0	488553.0	210.0	+	Gene		
LMON_RS02355	488578.0	489123.0	546.0	+	Gene		
LMON_RS02360	489120.0	489458.0	339.0	+	Gene		
LMON_RS02365	490198.0	490815.0	618.0	+	Gene		
LMON_RS02370	491125.0	491472.0	348.0	+	Gene		
LMON_RS02375	491876.0	492118.0	243.0	+	Gene		
LMON_RS02380	492201.0	493178.0	978.0	-	Gene		
LMON_RS14680	493392.0	493574.0	183.0	+	Gene		
LMON_RS02385	493791.0	494168.0	378.0	+	Gene		
LMON_RS02390	494468.0	494845.0	378.0	+	Gene		
LMON_RS02395	495178.0	495537.0	360.0	+	Gene		
LMON_RS14685	495663.0	495908.0	246.0	+	Gene		
LMON_RS02400	495863.0	496423.0	561.0	+	Gene		
LMON_RS02405	496533.0	498233.0	1701.0	+	Gene		
LMON_RS02410	498384.0	499487.0	1104.0	+	Gene		
LMON_RS02415	499577.0	500056.0	480.0	+	Gene		
LMON_RS02420	500214.0	500579.0	366.0	+	Gene		
LMON_RS14690	500546.0	500750.0	205.0	-	Gene		
LMON_RS02425	500749.0	501324.0	576.0	+	Gene		
LMON_RS14695	501248.0	501445.0	198.0	-	Gene		
LMON_RS02430	501389.0	501559.0	171.0	+	Gene		
LMON_RS02435	501651.0	502379.0	729.0	+	Gene		
LMON_RS02440	502415.0	503308.0	894.0	-	Gene		
LMON_RS02445	503506.0	505500.0	1995.0	+	Gene		
LMON_RS02450	505600.0	506475.0	876.0	+	Gene		
LMON_RS02455	506541.0	507299.0	759.0	+	Gene		
LMON_RS02460	507367.0	508275.0	909.0	-	Gene		
LMON_RS02465	508350.0	510110.0	1761.0	-	Gene		
LMON_RS02470	510302.0	510895.0	594.0	+	Gene		
LMON_RS02475	511081.0	512040.0	960.0	+	Gene		
LMON_RS02480	512115.0	512339.0	225.0	+	Gene		
LMON_RS02485	512390.0	513898.0	1509.0	-	Gene		
LMON_RS02490	514094.0	514543.0	450.0	+	Gene		
LMON_RS02495	514540.0	515208.0	669.0	+	Gene		
LMON_RS02500	515215.0	515865.0	651.0	+	Gene		
LMON_RS02505	515974.0	518034.0	2061.0	+	Gene		
LMON_RS02510	518038.0	518640.0	603.0	+	Gene		
LMON_RS02515	518668.0	519135.0	468.0	+	Gene		
LMON_RS02520	519152.0	519550.0	399.0	+	Gene		
LMON_RS02525	519561.0	520211.0	651.0	+	Gene		
LMON_RS02530	520208.0	521254.0	1047.0	+	Gene		
LMON_RS02535	521270.0	521563.0	294.0	+	Gene		
LMON_RS02540	521578.0	522849.0	1272.0	+	Gene		
LMON_RS02545	522989.0	523924.0	936.0	+	Gene		
LMON_RS02550	525096.0	525674.0	579.0	+	Gene		
LMON_RS02555	525782.0	526462.0	681.0	+	Gene		
LMON_RS02560	526487.0	526846.0	360.0	-	Gene		
LMON_RS02565	526853.0	527311.0	459.0	-	Gene		
LMON_RS02570	527693.0	529528.0	1836.0	+	Gene		
LMON_RS02575	529629.0	530060.0	432.0	+	Gene		
LMON_RS02580	530107.0	531537.0	1431.0	-	Gene		
LMON_RS02585	531658.0	532473.0	816.0	-	Gene		
LMON_RS02590	532754.0	533122.0	369.0	-	Gene		
LMON_RS02595	533269.0	534684.0	1416.0	+	Gene		
LMON_RS02600	534816.0	535820.0	1005.0	+	Gene		
LMON_RS02605	535852.0	537168.0	1317.0	-	Gene		
LMON_RS02610	537370.0	538122.0	753.0	+	Gene		
LMON_RS02615	538228.0	538671.0	444.0	+	Gene		
LMON_RS02620	538717.0	540378.0	1662.0	-	Gene		
LMON_RS02625	540634.0	541965.0	1332.0	+	Gene		
LMON_RS02630	542011.0	542751.0	741.0	-	Gene		
LMON_RS02635	542981.0	544456.0	1476.0	+	Gene		
LMON_RS02640	544449.0	545945.0	1497.0	+	Gene		
LMON_RS02645	545956.0	547206.0	1251.0	+	Gene		
LMON_RS02650	547222.0	549273.0	2052.0	+	Gene		
LMON_RS02655	549286.0	550140.0	855.0	+	Gene		
LMON_RS02660	550200.0	551030.0	831.0	+	Gene		
LMON_RS02665	551108.0	551377.0	270.0	+	Gene		
LMON_RS02670	551396.0	552751.0	1356.0	+	Gene		
LMON_RS02675	552791.0	553759.0	969.0	-	Gene		
LMON_RS02680	553931.0	555253.0	1323.0	+	Gene		
LMON_RS02685	555357.0	556628.0	1272.0	+	Gene		
LMON_RS02690	556594.0	557769.0	1176.0	+	Gene		
LMON_RS02695	557817.0	558833.0	1017.0	-	Gene		
LMON_RS02700	559071.0	560264.0	1194.0	+	Gene		
LMON_RS02705	560304.0	561224.0	921.0	-	Gene		
LMON_RS02710	561335.0	561685.0	351.0	-	Gene		
LMON_RS02715	561704.0	562690.0	987.0	-	Gene		
LMON_RS02720	562711.0	563232.0	522.0	-	Gene		
LMON_RS02725	563257.0	563637.0	381.0	-	Gene		
LMON_RS02730	563692.0	564942.0	1251.0	-	Gene		
LMON_RS02735	565200.0	566147.0	948.0	-	Gene		
LMON_RS02740	566514.0	567179.0	666.0	+	Gene		
LMON_RS02745	567197.0	569218.0	2022.0	+	Gene		
LMON_RS02750	569251.0	569547.0	297.0	+	Gene		
LMON_RS02755	569591.0	570433.0	843.0	+	Gene		
LMON_RS02760	570509.0	571540.0	1032.0	+	Gene		
LMON_RS02765	571597.0	572232.0	636.0	-	Gene		
LMON_RS14700	572264.0	572443.0	180.0	-	Gene		
LMON_RS02770	572442.0	573623.0	1182.0	+	Gene		
LMON_RS02775	573713.0	575191.0	1479.0	+	Gene		
LMON_RS02780	575320.0	576027.0	708.0	+	Gene		
LMON_RS02785	576028.0	576723.0	696.0	+	Gene		
LMON_RS02790	576765.0	577805.0	1041.0	-	Gene		
LMON_RS02795	578205.0	579110.0	906.0	+	Gene		
LMON_RS02800	579153.0	580529.0	1377.0	-	Gene		
LMON_RS02805	581022.0	581333.0	312.0	-	Gene		
LMON_RS02810	581334.0	581651.0	318.0	-	Gene		
LMON_RS02815	581648.0	582403.0	756.0	-	Gene		
LMON_RS02820	582393.0	583115.0	723.0	-	Gene		
LMON_RS02825	583094.0	583720.0	627.0	-	Gene		
LMON_RS02830	583721.0	584305.0	585.0	-	Gene		hisB
LMON_RS02835	584306.0	585589.0	1284.0	-	Gene		
LMON_RS02840	585586.0	586227.0	642.0	-	Gene		
LMON_RS02845	586224.0	587405.0	1182.0	-	Gene		
LMON_RS02850	587557.0	588384.0	828.0	+	Gene		
LMON_RS02855	588369.0	588665.0	297.0	-	Gene		
LMON_RS02860	588742.0	589773.0	1032.0	+	Gene		
LMON_RS02865	589814.0	591109.0	1296.0	-	Gene		
LMON_RS02870	591425.0	592819.0	1395.0	+	Gene		
LMON_RS02875	592863.0	593591.0	729.0	+	Gene		
LMON_RS02880	594021.0	595484.0	1464.0	+	Gene		
LMON_RS02885	595538.0	595996.0	459.0	-	Gene		
LMON_RS02890	596010.0	596762.0	753.0	-	Gene		
LMON_RS02895	596927.0	597136.0	210.0	+	Gene		
LMON_RS02900	597158.0	597814.0	657.0	+	Gene		
LMON_RS02905	597845.0	599029.0	1185.0	-	Gene		
LMON_RS02910	599117.0	600547.0	1431.0	-	Gene		
LMON_RS02915	600972.0	603302.0	2331.0	+	Gene		
LMON_RS02920	603418.0	604590.0	1173.0	+	Gene		
LMON_RS02925	604849.0	605562.0	714.0	+	Gene		
LMON_RS02930	605631.0	606656.0	1026.0	+	Gene		
LMON_RS02935	606674.0	609139.0	2466.0	+	Gene		
LMON_RS02940	609256.0	610659.0	1404.0	+	Gene		
LMON_RS02945	610797.0	611210.0	414.0	+	Gene		
LMON_RS02950	611213.0	612979.0	1767.0	+	Gene		
LMON_RS02955	612979.0	613749.0	771.0	+	Gene		
LMON_RS02960	613877.0	614419.0	543.0	+	Gene		
LMON_RS02965	614647.0	615447.0	801.0	+	Gene		
LMON_RS02970	615485.0	616591.0	1107.0	-	Gene		
LMON_RS02975	616608.0	617885.0	1278.0	-	Gene		
LMON_RS02980	618333.0	618860.0	528.0	+	Gene		
LMON_RS02985	618938.0	620284.0	1347.0	-	Gene		
LMON_RS02990	620456.0	621157.0	702.0	-	Gene		
LMON_RS02995	621233.0	621781.0	549.0	-	Gene		
LMON_RS03000	621975.0	622307.0	333.0	+	Gene		
LMON_RS03005	622300.0	622890.0	591.0	+	Gene		
LMON_RS03010	622883.0	623983.0	1101.0	+	Gene		
LMON_RS03015	624089.0	624589.0	501.0	+	Gene		
LMON_RS03020	624637.0	625023.0	387.0	-	Gene		
LMON_RS03025	625075.0	625419.0	345.0	-	Gene		
LMON_RS03030	625566.0	626906.0	1341.0	-	Gene		
LMON_RS03035	627072.0	627533.0	462.0	+	Gene		
LMON_RS03040	627553.0	629265.0	1713.0	+	Gene		
LMON_RS03045	629262.0	631079.0	1818.0	+	Gene		
LMON_RS03050	631196.0	631495.0	300.0	+	Gene		
LMON_RS03055	631540.0	633309.0	1770.0	-	Gene		
LMON_RS03060	633470.0	634096.0	627.0	-	Gene		
LMON_RS03065	634265.0	634720.0	456.0	+	Gene		
LMON_RS03070	634717.0	635658.0	942.0	+	Gene		
LMON_RS03075	635754.0	636287.0	534.0	+	Gene		
LMON_RS03080	636284.0	636526.0	243.0	-	Gene		
LMON_RS03085	636633.0	638384.0	1752.0	+	Gene		
LMON_RS03090	638425.0	638919.0	495.0	-	Gene		
LMON_RS03095	638999.0	640141.0	1143.0	-	Gene		
LMON_RS03100	640248.0	640703.0	456.0	+	Gene		
LMON_RS03105	640759.0	641151.0	393.0	+	Gene		
LMON_RS03110	641248.0	641988.0	741.0	+	Gene		
LMON_RS03115	642074.0	642352.0	279.0	+	Gene		
LMON_RS03120	642368.0	642634.0	267.0	+	Gene		
LMON_RS03125	642672.0	643115.0	444.0	-	Gene		
LMON_RS03130	643146.0	643847.0	702.0	-	Gene		
LMON_RS03135	643933.0	645612.0	1680.0	-	Gene		
LMON_RS14705	645713.0	645917.0	205.0	-	Gene		
LMON_RS03140	645916.0	650664.0	4749.0	+	Gene		
LMON_RS03145	650760.0	651035.0	276.0	+	Gene		
LMON_RS03150	651097.0	651624.0	528.0	+	Gene		
LMON_RS03155	651983.0	654013.0	2031.0	+	Gene		
LMON_RS03160	654015.0	654467.0	453.0	+	Gene		
LMON_RS03165	654468.0	655529.0	1062.0	+	Gene		
LMON_RS03170	655544.0	655852.0	309.0	+	Gene		
LMON_RS03175	655879.0	657147.0	1269.0	+	Gene		
LMON_RS03180	657237.0	657941.0	705.0	+	Gene		
LMON_RS03185	658046.0	658462.0	417.0	+	Gene		
LMON_RS03190	658476.0	659069.0	594.0	+	Gene		
LMON_RS03195	659138.0	659227.0	90.0	-	NcRNA	tRNA	
LMON_RS14710	659672.0	659953.0	282.0	-	Gene		
LMON_RS03200	660303.0	661217.0	915.0	+	Gene		
LMON_RS03205	661217.0	661576.0	360.0	+	Gene		
LMON_RS03210	662108.0	662641.0	534.0	+	Gene		
LMON_RS03215	662705.0	663622.0	918.0	+	Gene		
LMON_RS03220	663888.0	665768.0	1881.0	+	Gene		
LMON_RS03225	665864.0	666592.0	729.0	+	Gene		
LMON_RS03230	666735.0	667385.0	651.0	+	Gene		
LMON_RS03235	667425.0	669245.0	1821.0	-	Gene		
LMON_RS03240	669480.0	670871.0	1392.0	+	Gene		
LMON_RS03245	670961.0	671800.0	840.0	+	Gene		
LMON_RS03250	671883.0	672167.0	285.0	-	Gene		
LMON_RS03255	672265.0	673215.0	951.0	+	Gene		
LMON_RS03260	673239.0	673880.0	642.0	+	Gene		
LMON_RS03265	673923.0	676613.0	2691.0	+	Gene		
LMON_RS03270	676659.0	677305.0	647.0	+	Gene		
LMON_RS03275	677314.0	677850.0	537.0	-	Gene		
LMON_RS03280	677837.0	678757.0	921.0	-	Gene		
LMON_RS03285	678948.0	679157.0	210.0	+	Gene		
LMON_RS03290	679225.0	679932.0	708.0	+	Gene		
LMON_RS03295	679976.0	680539.0	564.0	-	Gene		
LMON_RS03300	680659.0	681075.0	417.0	+	Gene		
LMON_RS03305	681127.0	681762.0	636.0	+	Gene		
LMON_RS03310	681752.0	682648.0	897.0	-	Gene		
LMON_RS03315	682879.0	683163.0	285.0	+	Gene		
LMON_RS03320	683218.0	683526.0	309.0	-	Gene		
LMON_RS03325	683590.0	684405.0	816.0	-	Gene		
LMON_RS03330	684431.0	685297.0	867.0	-	Gene		
LMON_RS03335	685471.0	686034.0	564.0	+	Gene		
LMON_RS03340	686031.0	686294.0	264.0	+	Gene		
LMON_RS03345	686304.0	686681.0	378.0	+	Gene		
LMON_RS03350	686795.0	687730.0	936.0	+	Gene		
LMON_RS03355	687723.0	688493.0	771.0	+	Gene		
LMON_RS03360	688540.0	688743.0	204.0	+	Gene		
LMON_RS03365	688752.0	689636.0	885.0	+	Gene		
LMON_RS14715	689654.0	689830.0	177.0	+	Gene		
LMON_RS03370	689956.0	690564.0	609.0	+	Gene		
LMON_RS14720	690673.0	690924.0	252.0	-	Gene		
LMON_RS03375	691479.0	691907.0	429.0	+	Gene		
LMON_RS03380	691946.0	692155.0	210.0	-	Gene		
LMON_RS03385	692174.0	693094.0	921.0	-	Gene		
LMON_RS14725	693284.0	693490.0	207.0	+	Gene		
LMON_RS03390	693466.0	693780.0	315.0	+	Gene		
LMON_RS03395	693773.0	694540.0	768.0	+	Gene		
LMON_RS03400	694553.0	694825.0	273.0	+	Gene		
LMON_RS03405	694828.0	695589.0	762.0	+	Gene		
LMON_RS03410	695605.0	696651.0	1047.0	+	Gene		
LMON_RS03415	696698.0	698773.0	2076.0	+	Gene		
LMON_RS03420	698795.0	700018.0	1224.0	+	Gene		
LMON_RS03425	700015.0	700794.0	780.0	+	Gene		
LMON_RS03430	700823.0	701611.0	789.0	+	Gene		
LMON_RS03435	701636.0	701971.0	336.0	+	Gene		
LMON_RS03440	701998.0	702849.0	852.0	+	Gene		
LMON_RS03445	702809.0	703636.0	828.0	+	Gene		
LMON_RS03450	703646.0	704146.0	501.0	+	Gene		
LMON_RS03455	704169.0	706082.0	1914.0	+	Gene		
LMON_RS03460	706095.0	707003.0	909.0	+	Gene		
LMON_RS03465	707241.0	708104.0	864.0	+	Gene		
LMON_RS03470	708379.0	708738.0	360.0	+	Gene		
LMON_RS03475	708758.0	710614.0	1857.0	+	Gene		
LMON_RS03480	710627.0	710926.0	300.0	+	Gene		
LMON_RS03485	710945.0	711355.0	411.0	+	Gene		
LMON_RS03490	711371.0	712417.0	1047.0	+	Gene		
LMON_RS03495	712419.0	712841.0	423.0	+	Gene		flgD
LMON_RS03500	712862.0	714097.0	1236.0	+	Gene		
LMON_RS03505	714111.0	714347.0	237.0	+	Gene		
LMON_RS03510	714368.0	715360.0	993.0	+	Gene		
LMON_RS03515	715363.0	716910.0	1548.0	+	Gene		
LMON_RS03520	716916.0	718319.0	1404.0	+	Gene		
LMON_RS03525	718342.0	719508.0	1167.0	+	Gene		
LMON_RS03530	719615.0	720079.0	465.0	+	Gene		
LMON_RS03535	720089.0	720517.0	429.0	+	Gene		
LMON_RS03540	720537.0	722057.0	1521.0	+	Gene		
LMON_RS03545	722069.0	722944.0	876.0	+	Gene		
LMON_RS03550	722956.0	724245.0	1290.0	+	Gene		
LMON_RS03555	724264.0	724650.0	387.0	+	Gene		
LMON_RS03560	724622.0	724903.0	282.0	+	Gene		
LMON_RS03565	724924.0	725325.0	402.0	+	Gene		
LMON_RS03570	725337.0	725747.0	411.0	+	Gene		
LMON_RS03575	725764.0	726060.0	297.0	+	Gene		
LMON_RS03580	726128.0	727780.0	1653.0	+	Gene		
LMON_RS03585	727783.0	728889.0	1107.0	+	Gene		
LMON_RS03590	728876.0	729568.0	693.0	+	Gene		
LMON_RS03595	729565.0	730866.0	1302.0	+	Gene		
LMON_RS03600	730883.0	731551.0	669.0	+	Gene		
LMON_RS03605	731565.0	732209.0	645.0	+	Gene		
LMON_RS03610	732331.0	732657.0	327.0	+	Gene		
LMON_RS03615	732657.0	732980.0	324.0	+	Gene		
LMON_RS03620	733026.0	733673.0	648.0	-	Gene		
LMON_RS03625	733944.0	735674.0	1731.0	+	Gene		
LMON_RS03630	735836.0	737641.0	1806.0	+	Gene		
LMON_RS03635	737654.0	738382.0	729.0	+	Gene		
LMON_RS03640	738431.0	738643.0	213.0	-	Gene		
LMON_RS03650	739090.0	740895.0	1806.0	+	Gene		
LMON_RS03655	741008.0	741748.0	741.0	+	Gene		
LMON_RS03660	741831.0	742310.0	480.0	+	Gene		
LMON_RS03665	742324.0	742662.0	339.0	+	Gene		
LMON_RS03670	742807.0	743211.0	405.0	+	Gene		
LMON_RS03675	743904.0	745820.0	1917.0	+	Gene		
LMON_RS03680	746150.0	746659.0	510.0	+	Gene		
LMON_RS03685	746817.0	747821.0	1005.0	-	Gene		
LMON_RS03690	748036.0	748707.0	672.0	+	Gene		
LMON_RS03695	748704.0	749150.0	447.0	+	Gene		
LMON_RS03700	749163.0	750095.0	933.0	+	Gene		
LMON_RS03705	750119.0	751972.0	1854.0	+	Gene		
LMON_RS03710	751992.0	753365.0	1374.0	+	Gene		
LMON_RS03715	753379.0	754038.0	660.0	-	Gene		
LMON_RS03720	754302.0	754679.0	378.0	+	Gene		
LMON_RS03725	754663.0	755352.0	690.0	+	Gene		
LMON_RS03730	755349.0	756053.0	705.0	+	Gene		
LMON_RS03735	756068.0	758068.0	2001.0	+	Gene		
LMON_RS03740	758097.0	758600.0	504.0	+	Gene		
LMON_RS03745	758802.0	759074.0	273.0	-	Gene		
LMON_RS03750	759138.0	759479.0	342.0	+	Gene		
LMON_RS03755	759586.0	759873.0	288.0	+	Gene		
LMON_RS03760	759870.0	760076.0	207.0	+	Gene		
LMON_RS03765	760069.0	760584.0	516.0	+	Gene		
LMON_RS03770	760639.0	760935.0	297.0	+	Gene		
LMON_RS03775	761031.0	761867.0	837.0	+	Gene		
LMON_RS03780	761993.0	762673.0	681.0	+	Gene		
LMON_RS03785	762754.0	763365.0	612.0	+	Gene		
LMON_RS03790	763480.0	764301.0	822.0	+	Gene		
LMON_RS03795	764273.0	765178.0	906.0	+	Gene		
LMON_RS03800	765171.0	766151.0	981.0	+	Gene		
LMON_RS03805	766278.0	767165.0	888.0	+	Gene		
LMON_RS03810	767165.0	768124.0	960.0	+	Gene		
LMON_RS03815	768131.0	768739.0	609.0	+	Gene		
LMON_RS03820	768749.0	769369.0	621.0	+	Gene		
LMON_RS03825	769697.0	770953.0	1257.0	+	Gene		
LMON_RS03830	771019.0	771891.0	873.0	+	Gene		
LMON_RS03835	771897.0	772886.0	990.0	+	Gene		
LMON_RS03840	773040.0	774338.0	1299.0	+	Gene		
LMON_RS03845	774355.0	775245.0	891.0	+	Gene		
LMON_RS03850	775257.0	776132.0	876.0	+	Gene		
LMON_RS03855	776155.0	777408.0	1254.0	+	Gene		
LMON_RS03860	777412.0	778440.0	1029.0	+	Gene		
LMON_RS03865	778453.0	779571.0	1119.0	-	Gene		
LMON_RS03870	779731.0	780483.0	753.0	+	Gene		
LMON_RS03875	780519.0	781166.0	648.0	+	Gene		
LMON_RS03880	781206.0	782195.0	990.0	-	Gene		
LMON_RS03885	782374.0	783303.0	930.0	+	Gene		
LMON_RS03890	783343.0	783675.0	333.0	+	Gene		
LMON_RS03895	783714.0	784580.0	867.0	-	Gene		
LMON_RS03900	784734.0	785117.0	384.0	+	Gene		
LMON_RS03905	785578.0	785925.0	348.0	+	Gene		
LMON_RS03910	786122.0	786589.0	468.0	-	Gene		
LMON_RS03915	786759.0	787106.0	348.0	+	Gene		
LMON_RS03920	787264.0	788142.0	879.0	-	Gene		
LMON_RS03925	788161.0	788973.0	813.0	-	Gene		
LMON_RS03930	789147.0	789632.0	486.0	-	Gene		
LMON_RS03935	789632.0	790066.0	435.0	-	Gene		
LMON_RS03940	790353.0	793169.0	2817.0	-	Gene		
LMON_RS03945	793362.0	793997.0	636.0	+	Gene		
LMON_RS03950	794190.0	795566.0	1377.0	+	Gene		
LMON_RS03955	795831.0	800258.0	4428.0	+	Gene		
LMON_RS03960	800294.0	801142.0	849.0	-	Gene		
LMON_RS03965	801169.0	801645.0	477.0	-	Gene		
LMON_RS03970	801769.0	802422.0	654.0	+	Gene		
LMON_RS03975	802523.0	803413.0	891.0	+	Gene		
LMON_RS03980	803448.0	804149.0	702.0	-	Gene		
LMON_RS03985	804264.0	804905.0	642.0	-	Gene		
LMON_RS03990	804989.0	805909.0	921.0	-	Gene		
LMON_RS03995	806016.0	806546.0	531.0	-	Gene		
LMON_RS04000	806801.0	807262.0	462.0	+	Gene		
LMON_RS04005	807314.0	808774.0	1461.0	-	Gene		
LMON_RS14730	808740.0	808991.0	252.0	-	Gene		
LMON_RS04010	809130.0	809891.0	762.0	-	Gene		
LMON_RS04015	810044.0	810394.0	351.0	+	Gene		
LMON_RS04020	810546.0	812447.0	1902.0	+	Gene		
LMON_RS04025	812598.0	813236.0	639.0	+	Gene		
LMON_RS04030	813364.0	815412.0	2049.0	+	Gene		
LMON_RS04035	815452.0	815925.0	474.0	-	Gene		
LMON_RS04040	815953.0	816411.0	459.0	-	Gene		
LMON_RS04045	816621.0	817163.0	543.0	+	Gene		
LMON_RS04050	817179.0	818273.0	1095.0	+	Gene		
LMON_RS04055	818273.0	819082.0	810.0	+	Gene		
LMON_RS04060	819079.0	819885.0	807.0	+	Gene		
LMON_RS04065	819882.0	820955.0	1074.0	+	Gene		
LMON_RS04070	821085.0	821786.0	702.0	+	Gene		
LMON_RS04075	821854.0	822396.0	543.0	+	Gene		
LMON_RS04080	822534.0	823406.0	873.0	+	Gene		
LMON_RS04085	823491.0	824420.0	930.0	+	Gene		
LMON_RS04090	824647.0	825099.0	453.0	+	Gene		
LMON_RS04095	825115.0	825621.0	507.0	+	Gene		
LMON_RS04100	825645.0	826058.0	414.0	-	Gene		
LMON_RS04105	826283.0	828913.0	2631.0	+	Gene		
LMON_RS04110	828928.0	829776.0	849.0	+	Gene		
LMON_RS04115	829886.0	830443.0	558.0	+	Gene		
LMON_RS04120	830460.0	831122.0	663.0	+	Gene		
LMON_RS04125	831138.0	831527.0	390.0	-	Gene		
LMON_RS14735	831460.0	831741.0	282.0	-	Gene		
LMON_RS04130	831648.0	832472.0	825.0	+	Gene		
LMON_RS04135	832550.0	833518.0	969.0	+	Gene		
LMON_RS04140	833559.0	834839.0	1281.0	+	Gene		
LMON_RS04145	835038.0	836672.0	1635.0	+	Gene		
LMON_RS04150	836826.0	840473.0	3648.0	+	Gene		
LMON_RS04155	840723.0	842684.0	1962.0	-	Gene		
LMON_RS04160	842798.0	843709.0	912.0	-	Gene		
LMON_RS04165	844389.0	844673.0	285.0	+	Gene		
LMON_RS04170	844865.0	845755.0	891.0	+	Gene		
LMON_RS04175	845891.0	846604.0	714.0	+	Gene		
LMON_RS04180	846597.0	847586.0	990.0	+	Gene		
LMON_RS04185	847629.0	848042.0	414.0	-	Gene		
LMON_RS04190	848182.0	849852.0	1671.0	+	Gene		
LMON_RS04195	850148.0	851533.0	1386.0	+	Gene		
LMON_RS04200	851640.0	852860.0	1221.0	-	Gene		
LMON_RS04205	852993.0	853463.0	471.0	-	Gene		
LMON_RS04210	853669.0	856311.0	2643.0	+	Gene		
LMON_RS04215	856774.0	862881.0	6108.0	+	Gene		
LMON_RS04220	863018.0	863275.0	258.0	-	Gene		
LMON_RS04225	863354.0	863731.0	378.0	+	Gene		
LMON_RS04230	863989.0	865092.0	1104.0	+	Gene		
LMON_RS04235	865197.0	866297.0	1101.0	+	Gene		
LMON_RS04240	866467.0	867909.0	1443.0	+	Gene		
LMON_RS04245	867902.0	868630.0	729.0	+	Gene		
LMON_RS04250	868679.0	870529.0	1851.0	-	Gene		
LMON_RS14740	870601.0	870804.0	204.0	+	Gene		
LMON_RS04255	871095.0	871241.0	147.0	+	Gene		
LMON_RS04260	871465.0	872222.0	758.0	+	Gene		
LMON_RS04265	872302.0	872856.0	555.0	+	Gene		
LMON_RS04270	872873.0	873214.0	342.0	+	Gene		
LMON_RS04275	873217.0	873537.0	321.0	+	Gene		
LMON_RS04280	873687.0	874799.0	1113.0	+	Gene		
LMON_RS04285	874863.0	876236.0	1374.0	+	Gene		
LMON_RS04290	876303.0	877016.0	714.0	+	Gene		
LMON_RS04295	877028.0	878053.0	1026.0	-	Gene		
LMON_RS04300	878298.0	879617.0	1320.0	+	Gene		
LMON_RS04305	879614.0	880492.0	879.0	+	Gene		
LMON_RS04310	880479.0	881312.0	834.0	+	Gene		
LMON_RS04315	881328.0	882860.0	1533.0	+	Gene		
LMON_RS04320	882862.0	883776.0	915.0	+	Gene		
LMON_RS04325	883798.0	884865.0	1068.0	+	Gene		
LMON_RS04330	884862.0	886535.0	1674.0	+	Gene		
LMON_RS04335	886998.0	888560.0	1563.0	+	Gene		
LMON_RS14745	888690.0	888866.0	177.0	+	Gene		
LMON_RS14750	888793.0	888977.0	185.0	-	Gene		
LMON_RS04340	889016.0	889504.0	489.0	+	Gene		
LMON_RS04345	889536.0	890093.0	558.0	-	Gene		
LMON_RS04350	890196.0	891194.0	999.0	+	Gene		
LMON_RS04355	891210.0	891521.0	312.0	+	Gene		
LMON_RS04360	891554.0	891907.0	354.0	-	Gene		
LMON_RS04365	892035.0	893201.0	1167.0	+	Gene		
LMON_RS04370	893409.0	895427.0	2019.0	+	Gene		
LMON_RS04375	895442.0	895771.0	330.0	+	Gene		
LMON_RS04380	895772.0	896107.0	336.0	+	Gene		
LMON_RS04385	896127.0	897452.0	1326.0	+	Gene		
LMON_RS04390	897473.0	898201.0	729.0	+	Gene		
LMON_RS04395	898201.0	899154.0	954.0	+	Gene		
LMON_RS04400	899172.0	899939.0	768.0	+	Gene		
LMON_RS04405	900057.0	901444.0	1388.0	+	Gene		
LMON_RS04410	901488.0	901964.0	477.0	-	Gene		
LMON_RS04415	902098.0	902580.0	483.0	+	Gene		
LMON_RS04420	902573.0	904048.0	1476.0	+	Gene		
LMON_RS04425	904197.0	905576.0	1380.0	+	Gene		
LMON_RS04430	905578.0	905934.0	357.0	+	Gene		
LMON_RS04435	905953.0	907059.0	1107.0	+	Gene		
LMON_RS04440	907265.0	907543.0	279.0	+	Gene		
LMON_RS04445	907547.0	907894.0	348.0	+	Gene		
LMON_RS04450	908147.0	908983.0	837.0	+	Gene		
LMON_RS04455	908989.0	909345.0	357.0	+	Gene		
