Elements	begin	end	length	strand	type	details	synonim
LMRG_RS02170	442191.0	442622.0	432.0	-	Gene		
LMRG_RS02175	442625.0	443173.0	549.0	-	Gene		
LMRG_RS02180	443364.0	444221.0	858.0	-	Gene		
LMRG_RS02185	444382.0	446343.0	1962.0	+	Gene		
LMRG_RS02190	446343.0	446807.0	465.0	+	Gene		
LMRG_RS02195	446804.0	447124.0	321.0	+	Gene		
LMRG_RS02200	447137.0	448243.0	1107.0	+	Gene		
LMRG_RS02205	448259.0	450841.0	2583.0	+	Gene		
LMRG_RS02210	450864.0	451739.0	876.0	-	Gene		
LMRG_RS02215	451857.0	452426.0	570.0	+	Gene		
LMRG_RS02220	452440.0	453186.0	747.0	+	Gene		
LMRG_RS02225	453867.0	456269.0	2403.0	+	Gene		
LMRG_RS02230	456354.0	458246.0	1893.0	+	Gene		
LMRG_RS02235	458332.0	458817.0	486.0	-	Gene		
LMRG_RS02240	458915.0	459760.0	846.0	+	Gene		
LMRG_RS02245	459917.0	460534.0	618.0	+	Gene		
LMRG_RS02250	460567.0	461835.0	1269.0	-	Gene		
LMRG_RS02255	461973.0	462476.0	504.0	+	Gene		
LMRG_RS02260	462520.0	464556.0	2037.0	-	Gene		
LMRG_RS02265	464728.0	465042.0	315.0	+	Gene		
LMRG_RS02270	465179.0	466108.0	930.0	+	Gene		
LMRG_RS02275	466337.0	469117.0	2781.0	+	Gene		
LMRG_RS02280	469361.0	470848.0	1488.0	+	Gene		
LMRG_RS02285	471122.0	472111.0	990.0	+	Gene		
LMRG_RS02290	472166.0	473554.0	1389.0	+	Gene		
LMRG_RS02295	473651.0	475102.0	1452.0	+	Gene		
LMRG_RS14630	475114.0	475269.0	156.0	+	Gene		
LMRG_RS02300	475567.0	476292.0	726.0	+	Gene		
LMRG_RS02305	476335.0	477000.0	666.0	-	Gene		
LMRG_RS02310	477021.0	477776.0	756.0	-	Gene		
LMRG_RS02315	477893.0	480052.0	2160.0	-	Gene		
LMRG_RS02320	480049.0	481197.0	1149.0	-	Gene		
LMRG_RS02325	481202.0	482149.0	948.0	-	Gene		
LMRG_RS02330	482305.0	483900.0	1596.0	+	Gene		
LMRG_RS02335	484034.0	485317.0	1284.0	+	Gene		
LMRG_RS02340	485318.0	486418.0	1101.0	+	Gene		
LMRG_RS02345	486411.0	487961.0	1551.0	+	Gene		
LMRG_RS14635	488055.0	488309.0	255.0	+	Gene		
LMRG_RS02350	488332.0	488541.0	210.0	+	Gene		
LMRG_RS02355	488566.0	489111.0	546.0	+	Gene		
LMRG_RS02360	489108.0	489446.0	339.0	+	Gene		
LMRG_RS02365	490186.0	490803.0	618.0	+	Gene		
LMRG_RS02370	491113.0	491460.0	348.0	+	Gene		
LMRG_RS02375	491864.0	492106.0	243.0	+	Gene		
LMRG_RS02380	492189.0	493166.0	978.0	-	Gene		
LMRG_RS14640	493380.0	493562.0	183.0	+	Gene		
LMRG_RS02385	493779.0	494156.0	378.0	+	Gene		
LMRG_RS02390	494456.0	494833.0	378.0	+	Gene		
LMRG_RS02395	495166.0	495525.0	360.0	+	Gene		
LMRG_RS14645	495651.0	495896.0	246.0	+	Gene		
LMRG_RS02400	495851.0	496411.0	561.0	+	Gene		
LMRG_RS02405	496521.0	498221.0	1701.0	+	Gene		
LMRG_RS02410	498372.0	499475.0	1104.0	+	Gene		
LMRG_RS02415	499565.0	500044.0	480.0	+	Gene		
LMRG_RS02420	500202.0	500567.0	366.0	+	Gene		
LMRG_RS14650	500534.0	500738.0	205.0	-	Gene		
LMRG_RS02425	500737.0	501312.0	576.0	+	Gene		
LMRG_RS14655	501236.0	501433.0	198.0	-	Gene		
LMRG_RS02430	501377.0	501547.0	171.0	+	Gene		
LMRG_RS02435	501639.0	502367.0	729.0	+	Gene		
LMRG_RS02440	502403.0	503296.0	894.0	-	Gene		
LMRG_RS02445	503494.0	505488.0	1995.0	+	Gene		
LMRG_RS02450	505588.0	506463.0	876.0	+	Gene		
LMRG_RS02455	506529.0	507287.0	759.0	+	Gene		
LMRG_RS02460	507355.0	508263.0	909.0	-	Gene		
LMRG_RS02465	508338.0	510098.0	1761.0	-	Gene		
LMRG_RS02470	510290.0	510883.0	594.0	+	Gene		
LMRG_RS02475	511069.0	512028.0	960.0	+	Gene		
LMRG_RS02480	512103.0	512327.0	225.0	+	Gene		
LMRG_RS02485	512378.0	513886.0	1509.0	-	Gene		
LMRG_RS02490	514082.0	514531.0	450.0	+	Gene		
LMRG_RS02495	514528.0	515196.0	669.0	+	Gene		
LMRG_RS02500	515203.0	515853.0	651.0	+	Gene		
LMRG_RS02505	515962.0	518022.0	2061.0	+	Gene		
LMRG_RS02510	518026.0	518628.0	603.0	+	Gene		
LMRG_RS02515	518656.0	519123.0	468.0	+	Gene		
LMRG_RS02520	519140.0	519538.0	399.0	+	Gene		
LMRG_RS02525	519549.0	520199.0	651.0	+	Gene		
LMRG_RS02530	520196.0	521242.0	1047.0	+	Gene		
LMRG_RS02535	521258.0	521551.0	294.0	+	Gene		
LMRG_RS02540	521566.0	522837.0	1272.0	+	Gene		
LMRG_RS02545	522977.0	523912.0	936.0	+	Gene		
LMRG_RS02550	525086.0	525664.0	579.0	+	Gene		
LMRG_RS02555	525772.0	526452.0	681.0	+	Gene		
LMRG_RS02560	526477.0	526836.0	360.0	-	Gene		
LMRG_RS02565	526843.0	527301.0	459.0	-	Gene		
LMRG_RS02570	527683.0	529518.0	1836.0	+	Gene		
LMRG_RS02575	529619.0	530050.0	432.0	+	Gene		
LMRG_RS02580	530097.0	531527.0	1431.0	-	Gene		
LMRG_RS02585	531648.0	532463.0	816.0	-	Gene		
LMRG_RS02590	532744.0	533112.0	369.0	-	Gene		
LMRG_RS02595	533259.0	534674.0	1416.0	+	Gene		
LMRG_RS02600	534806.0	535810.0	1005.0	+	Gene		
LMRG_RS02605	535842.0	537158.0	1317.0	-	Gene		
LMRG_RS02610	537360.0	538112.0	753.0	+	Gene		
LMRG_RS02615	538218.0	538661.0	444.0	+	Gene		
LMRG_RS02620	538707.0	540368.0	1662.0	-	Gene		
LMRG_RS02625	540624.0	541955.0	1332.0	+	Gene		
LMRG_RS02630	542001.0	542741.0	741.0	-	Gene		
LMRG_RS02635	542971.0	544446.0	1476.0	+	Gene		
LMRG_RS02640	544439.0	545935.0	1497.0	+	Gene		
LMRG_RS02645	545946.0	547196.0	1251.0	+	Gene		
LMRG_RS02650	547212.0	549263.0	2052.0	+	Gene		
LMRG_RS02655	549276.0	550130.0	855.0	+	Gene		
LMRG_RS02660	550190.0	551020.0	831.0	+	Gene		
LMRG_RS02665	551098.0	551367.0	270.0	+	Gene		
LMRG_RS02670	551386.0	552741.0	1356.0	+	Gene		
LMRG_RS02675	552781.0	553749.0	969.0	-	Gene		
LMRG_RS02680	553921.0	555243.0	1323.0	+	Gene		
LMRG_RS02685	555347.0	556618.0	1272.0	+	Gene		
LMRG_RS02690	556584.0	557759.0	1176.0	+	Gene		
LMRG_RS02695	557807.0	558823.0	1017.0	-	Gene		
LMRG_RS02700	559061.0	560254.0	1194.0	+	Gene		
LMRG_RS02705	560294.0	561214.0	921.0	-	Gene		
LMRG_RS02710	561325.0	561675.0	351.0	-	Gene		
LMRG_RS02715	561694.0	562680.0	987.0	-	Gene		
LMRG_RS02720	562701.0	563222.0	522.0	-	Gene		
LMRG_RS02725	563247.0	563627.0	381.0	-	Gene		
LMRG_RS02730	563682.0	564932.0	1251.0	-	Gene		
LMRG_RS02735	565190.0	566137.0	948.0	-	Gene		
LMRG_RS02740	566504.0	567169.0	666.0	+	Gene		
LMRG_RS02745	567187.0	569208.0	2022.0	+	Gene		
LMRG_RS02750	569241.0	569537.0	297.0	+	Gene		
LMRG_RS02755	569581.0	570423.0	843.0	+	Gene		
LMRG_RS02760	570499.0	571530.0	1032.0	+	Gene		
LMRG_RS02765	571587.0	572222.0	636.0	-	Gene		
LMRG_RS14660	572254.0	572433.0	180.0	-	Gene		
LMRG_RS02770	572432.0	573613.0	1182.0	+	Gene		
LMRG_RS02775	573703.0	575181.0	1479.0	+	Gene		
LMRG_RS02780	575310.0	576017.0	708.0	+	Gene		
LMRG_RS02785	576018.0	576713.0	696.0	+	Gene		
LMRG_RS02790	576755.0	577795.0	1041.0	-	Gene		
LMRG_RS02795	578195.0	579100.0	906.0	+	Gene		
LMRG_RS02800	579143.0	580519.0	1377.0	-	Gene		
LMRG_RS02805	581012.0	581323.0	312.0	-	Gene		
LMRG_RS02810	581324.0	581641.0	318.0	-	Gene		
LMRG_RS02815	581638.0	582393.0	756.0	-	Gene		
LMRG_RS02820	582383.0	583105.0	723.0	-	Gene		
LMRG_RS02825	583084.0	583710.0	627.0	-	Gene		
LMRG_RS02830	583711.0	584295.0	585.0	-	Gene		hisB
LMRG_RS02835	584296.0	585579.0	1284.0	-	Gene		
LMRG_RS02840	585576.0	586217.0	642.0	-	Gene		
LMRG_RS02845	586214.0	587395.0	1182.0	-	Gene		
LMRG_RS02850	587547.0	588374.0	828.0	+	Gene		
LMRG_RS02855	588359.0	588655.0	297.0	-	Gene		
LMRG_RS02860	588732.0	589763.0	1032.0	+	Gene		
LMRG_RS02865	589804.0	591099.0	1296.0	-	Gene		
LMRG_RS02870	591415.0	592809.0	1395.0	+	Gene		
LMRG_RS02875	592853.0	593581.0	729.0	+	Gene		
LMRG_RS02880	594011.0	595474.0	1464.0	+	Gene		
LMRG_RS02885	595528.0	595986.0	459.0	-	Gene		
LMRG_RS02890	596000.0	596752.0	753.0	-	Gene		
LMRG_RS02895	596917.0	597126.0	210.0	+	Gene		
LMRG_RS02900	597148.0	597804.0	657.0	+	Gene		
LMRG_RS02905	597835.0	599019.0	1185.0	-	Gene		
LMRG_RS02910	599107.0	600537.0	1431.0	-	Gene		
LMRG_RS02915	600962.0	603292.0	2331.0	+	Gene		
LMRG_RS02920	603408.0	604580.0	1173.0	+	Gene		
LMRG_RS02925	604839.0	605552.0	714.0	+	Gene		
LMRG_RS02930	605621.0	606646.0	1026.0	+	Gene		
LMRG_RS02935	606664.0	609129.0	2466.0	+	Gene		
LMRG_RS02940	609246.0	610649.0	1404.0	+	Gene		
LMRG_RS02945	610787.0	611200.0	414.0	+	Gene		
LMRG_RS02950	611203.0	612969.0	1767.0	+	Gene		
LMRG_RS02955	612969.0	613739.0	771.0	+	Gene		
LMRG_RS02960	613867.0	614409.0	543.0	+	Gene		
LMRG_RS02965	614637.0	615437.0	801.0	+	Gene		
LMRG_RS02970	615475.0	616581.0	1107.0	-	Gene		
LMRG_RS02975	616598.0	617875.0	1278.0	-	Gene		
LMRG_RS02980	618323.0	618850.0	528.0	+	Gene		
LMRG_RS02985	618928.0	620274.0	1347.0	-	Gene		
LMRG_RS02990	620446.0	621147.0	702.0	-	Gene		
LMRG_RS02995	621223.0	621771.0	549.0	-	Gene		
LMRG_RS03000	621965.0	622297.0	333.0	+	Gene		
LMRG_RS03005	622290.0	622880.0	591.0	+	Gene		
LMRG_RS03010	622873.0	623973.0	1101.0	+	Gene		
LMRG_RS03015	624079.0	624579.0	501.0	+	Gene		
LMRG_RS03020	624627.0	625013.0	387.0	-	Gene		
LMRG_RS03025	625065.0	625409.0	345.0	-	Gene		
LMRG_RS03030	625556.0	626896.0	1341.0	-	Gene		
LMRG_RS03035	627062.0	627523.0	462.0	+	Gene		
LMRG_RS03040	627543.0	629255.0	1713.0	+	Gene		
LMRG_RS03045	629252.0	631069.0	1818.0	+	Gene		
LMRG_RS03050	631186.0	631485.0	300.0	+	Gene		
LMRG_RS03055	631530.0	633299.0	1770.0	-	Gene		
LMRG_RS03060	633460.0	634086.0	627.0	-	Gene		
LMRG_RS03065	634255.0	634710.0	456.0	+	Gene		
LMRG_RS03070	634707.0	635648.0	942.0	+	Gene		
LMRG_RS03075	635744.0	636277.0	534.0	+	Gene		
LMRG_RS03080	636274.0	636516.0	243.0	-	Gene		
LMRG_RS03085	636623.0	638374.0	1752.0	+	Gene		
LMRG_RS03090	638415.0	638909.0	495.0	-	Gene		
LMRG_RS03095	638989.0	640131.0	1143.0	-	Gene		
LMRG_RS03100	640238.0	640693.0	456.0	+	Gene		
LMRG_RS03105	640749.0	641141.0	393.0	+	Gene		
LMRG_RS03110	641238.0	641978.0	741.0	+	Gene		
LMRG_RS03115	642064.0	642342.0	279.0	+	Gene		
LMRG_RS03120	642358.0	642624.0	267.0	+	Gene		
LMRG_RS03125	642662.0	643105.0	444.0	-	Gene		
LMRG_RS03130	643136.0	643837.0	702.0	-	Gene		
LMRG_RS03135	643923.0	645602.0	1680.0	-	Gene		
LMRG_RS14665	645703.0	645907.0	205.0	-	Gene		
LMRG_RS03140	645906.0	650654.0	4749.0	+	Gene		
LMRG_RS03145	650750.0	651025.0	276.0	+	Gene		
LMRG_RS03150	651087.0	651614.0	528.0	+	Gene		
LMRG_RS03155	651973.0	654003.0	2031.0	+	Gene		
LMRG_RS03160	654005.0	654457.0	453.0	+	Gene		
LMRG_RS03165	654458.0	655519.0	1062.0	+	Gene		
LMRG_RS03170	655534.0	655842.0	309.0	+	Gene		
LMRG_RS03175	655869.0	657137.0	1269.0	+	Gene		
LMRG_RS03180	657227.0	657931.0	705.0	+	Gene		
LMRG_RS03185	658036.0	658452.0	417.0	+	Gene		
LMRG_RS03190	658466.0	659059.0	594.0	+	Gene		
LMRG_RS03195	659128.0	659217.0	90.0	-	NcRNA	tRNA	
LMRG_RS14670	659662.0	659943.0	282.0	-	Gene		
LMRG_RS03200	660293.0	661207.0	915.0	+	Gene		
LMRG_RS03205	661207.0	661566.0	360.0	+	Gene		
LMRG_RS03210	662098.0	662631.0	534.0	+	Gene		
LMRG_RS03215	662695.0	663612.0	918.0	+	Gene		
LMRG_RS03220	663878.0	665758.0	1881.0	+	Gene		
LMRG_RS03225	665854.0	666582.0	729.0	+	Gene		
LMRG_RS03230	666725.0	667375.0	651.0	+	Gene		
LMRG_RS03235	667415.0	669235.0	1821.0	-	Gene		
LMRG_RS03240	669470.0	670861.0	1392.0	+	Gene		
LMRG_RS03245	670951.0	671790.0	840.0	+	Gene		
LMRG_RS03250	671873.0	672157.0	285.0	-	Gene		
LMRG_RS03255	672255.0	673205.0	951.0	+	Gene		
LMRG_RS03260	673229.0	673870.0	642.0	+	Gene		
LMRG_RS03265	673913.0	676603.0	2691.0	+	Gene		
LMRG_RS03270	676649.0	677296.0	648.0	+	Gene		
LMRG_RS03275	677305.0	677841.0	537.0	-	Gene		
LMRG_RS03280	677828.0	678748.0	921.0	-	Gene		
LMRG_RS03285	678939.0	679148.0	210.0	+	Gene		
LMRG_RS03290	679216.0	679923.0	708.0	+	Gene		
LMRG_RS03295	679967.0	680530.0	564.0	-	Gene		
LMRG_RS03300	680650.0	681066.0	417.0	+	Gene		
LMRG_RS03305	681118.0	681753.0	636.0	+	Gene		
LMRG_RS03310	681743.0	682639.0	897.0	-	Gene		
LMRG_RS03315	682870.0	683154.0	285.0	+	Gene		
LMRG_RS03320	683209.0	683517.0	309.0	-	Gene		
LMRG_RS03325	683581.0	684396.0	816.0	-	Gene		
LMRG_RS03330	684422.0	685288.0	867.0	-	Gene		
LMRG_RS03335	685462.0	686025.0	564.0	+	Gene		
LMRG_RS03340	686022.0	686285.0	264.0	+	Gene		
LMRG_RS03345	686295.0	686672.0	378.0	+	Gene		
LMRG_RS03350	686786.0	687721.0	936.0	+	Gene		
LMRG_RS03355	687714.0	688484.0	771.0	+	Gene		
LMRG_RS03360	688531.0	688734.0	204.0	+	Gene		
LMRG_RS03365	688743.0	689627.0	885.0	+	Gene		
LMRG_RS14675	689645.0	689821.0	177.0	+	Gene		
LMRG_RS03370	689947.0	690555.0	609.0	+	Gene		
LMRG_RS14680	690664.0	690915.0	252.0	-	Gene		
LMRG_RS03375	691470.0	691898.0	429.0	+	Gene		
LMRG_RS03380	691937.0	692146.0	210.0	-	Gene		
LMRG_RS03385	692165.0	693085.0	921.0	-	Gene		
LMRG_RS14685	693275.0	693481.0	207.0	+	Gene		
LMRG_RS03390	693457.0	693771.0	315.0	+	Gene		
LMRG_RS03395	693764.0	694531.0	768.0	+	Gene		
LMRG_RS03400	694544.0	694816.0	273.0	+	Gene		
LMRG_RS03405	694819.0	695580.0	762.0	+	Gene		
LMRG_RS03410	695596.0	696642.0	1047.0	+	Gene		
LMRG_RS03415	696689.0	698764.0	2076.0	+	Gene		
LMRG_RS03420	698786.0	700009.0	1224.0	+	Gene		
LMRG_RS03425	700006.0	700785.0	780.0	+	Gene		
LMRG_RS03430	700814.0	701602.0	789.0	+	Gene		
LMRG_RS03435	701627.0	701962.0	336.0	+	Gene		
LMRG_RS03440	701989.0	702840.0	852.0	+	Gene		
LMRG_RS03445	702800.0	703627.0	828.0	+	Gene		
LMRG_RS03450	703637.0	704137.0	501.0	+	Gene		
LMRG_RS03455	704160.0	706073.0	1914.0	+	Gene		
LMRG_RS03460	706086.0	706994.0	909.0	+	Gene		
LMRG_RS03465	707232.0	708095.0	864.0	+	Gene		
LMRG_RS03470	708370.0	708729.0	360.0	+	Gene		
LMRG_RS03475	708749.0	710605.0	1857.0	+	Gene		
LMRG_RS03480	710618.0	710917.0	300.0	+	Gene		
LMRG_RS03485	710936.0	711346.0	411.0	+	Gene		
LMRG_RS03490	711362.0	712408.0	1047.0	+	Gene		
LMRG_RS03495	712410.0	712832.0	423.0	+	Gene		flgD
LMRG_RS03500	712853.0	714088.0	1236.0	+	Gene		
LMRG_RS03505	714102.0	714338.0	237.0	+	Gene		
LMRG_RS03510	714359.0	715351.0	993.0	+	Gene		
LMRG_RS03515	715354.0	716901.0	1548.0	+	Gene		
LMRG_RS03520	716907.0	718310.0	1404.0	+	Gene		
LMRG_RS03525	718333.0	719499.0	1167.0	+	Gene		
LMRG_RS03530	719606.0	720070.0	465.0	+	Gene		
LMRG_RS03535	720080.0	720508.0	429.0	+	Gene		
LMRG_RS03540	720528.0	722048.0	1521.0	+	Gene		
LMRG_RS03545	722060.0	722935.0	876.0	+	Gene		
LMRG_RS03550	722947.0	724236.0	1290.0	+	Gene		
LMRG_RS03555	724255.0	724641.0	387.0	+	Gene		
LMRG_RS03560	724613.0	724894.0	282.0	+	Gene		
LMRG_RS03565	724915.0	725316.0	402.0	+	Gene		
LMRG_RS03570	725328.0	725738.0	411.0	+	Gene		
LMRG_RS03575	725755.0	726051.0	297.0	+	Gene		
LMRG_RS03580	726119.0	727771.0	1653.0	+	Gene		
LMRG_RS03585	727774.0	728880.0	1107.0	+	Gene		
LMRG_RS03590	728867.0	729559.0	693.0	+	Gene		
LMRG_RS03595	729556.0	730857.0	1302.0	+	Gene		
LMRG_RS03600	730874.0	731542.0	669.0	+	Gene		
LMRG_RS03605	731556.0	732200.0	645.0	+	Gene		
LMRG_RS03610	732322.0	732648.0	327.0	+	Gene		
LMRG_RS03615	732648.0	732971.0	324.0	+	Gene		
LMRG_RS03620	733017.0	733664.0	648.0	-	Gene		
LMRG_RS03625	733935.0	735665.0	1731.0	+	Gene		
LMRG_RS03630	735827.0	737632.0	1806.0	+	Gene		
LMRG_RS03635	737645.0	738373.0	729.0	+	Gene		
LMRG_RS03640	738422.0	738634.0	213.0	-	Gene		
LMRG_RS03650	739081.0	740886.0	1806.0	+	Gene		
LMRG_RS03655	740999.0	741739.0	741.0	+	Gene		
LMRG_RS03660	741822.0	742301.0	480.0	+	Gene		
LMRG_RS03665	742315.0	742653.0	339.0	+	Gene		
LMRG_RS03670	742798.0	743202.0	405.0	+	Gene		
LMRG_RS03675	743895.0	745811.0	1917.0	+	Gene		
LMRG_RS03680	746141.0	746650.0	510.0	+	Gene		
LMRG_RS03685	746808.0	747812.0	1005.0	-	Gene		
LMRG_RS03690	748027.0	748698.0	672.0	+	Gene		
LMRG_RS03695	748695.0	749141.0	447.0	+	Gene		
LMRG_RS03700	749154.0	750086.0	933.0	+	Gene		
LMRG_RS03705	750110.0	751963.0	1854.0	+	Gene		
LMRG_RS03710	751983.0	753356.0	1374.0	+	Gene		
LMRG_RS03715	753370.0	754029.0	660.0	-	Gene		
LMRG_RS03720	754293.0	754670.0	378.0	+	Gene		
LMRG_RS03725	754654.0	755343.0	690.0	+	Gene		
LMRG_RS03730	755340.0	756044.0	705.0	+	Gene		
LMRG_RS03735	756059.0	758059.0	2001.0	+	Gene		
LMRG_RS03740	758088.0	758591.0	504.0	+	Gene		
LMRG_RS03745	758793.0	759065.0	273.0	-	Gene		
LMRG_RS03750	759129.0	759470.0	342.0	+	Gene		
LMRG_RS03755	759577.0	759864.0	288.0	+	Gene		
LMRG_RS03760	759861.0	760067.0	207.0	+	Gene		
LMRG_RS03765	760060.0	760575.0	516.0	+	Gene		
LMRG_RS03770	760630.0	760926.0	297.0	+	Gene		
LMRG_RS03775	761022.0	761858.0	837.0	+	Gene		
LMRG_RS03780	761984.0	762664.0	681.0	+	Gene		
LMRG_RS03785	762745.0	763356.0	612.0	+	Gene		
LMRG_RS03790	763471.0	764292.0	822.0	+	Gene		
LMRG_RS03795	764264.0	765169.0	906.0	+	Gene		
LMRG_RS03800	765162.0	766142.0	981.0	+	Gene		
LMRG_RS03805	766269.0	767156.0	888.0	+	Gene		
LMRG_RS03810	767156.0	768115.0	960.0	+	Gene		
LMRG_RS03815	768122.0	768730.0	609.0	+	Gene		
LMRG_RS03820	768740.0	769360.0	621.0	+	Gene		
LMRG_RS03825	769688.0	770944.0	1257.0	+	Gene		
LMRG_RS03830	771010.0	771882.0	873.0	+	Gene		
LMRG_RS03835	771888.0	772877.0	990.0	+	Gene		
LMRG_RS03840	773031.0	774329.0	1299.0	+	Gene		
LMRG_RS03845	774346.0	775236.0	891.0	+	Gene		
LMRG_RS03850	775248.0	776123.0	876.0	+	Gene		
LMRG_RS03855	776146.0	777399.0	1254.0	+	Gene		
LMRG_RS03860	777403.0	778431.0	1029.0	+	Gene		
LMRG_RS03865	778444.0	779562.0	1119.0	-	Gene		
LMRG_RS03870	779722.0	780474.0	753.0	+	Gene		
LMRG_RS03875	780510.0	781157.0	648.0	+	Gene		
LMRG_RS03880	781197.0	782186.0	990.0	-	Gene		
LMRG_RS03885	782365.0	783294.0	930.0	+	Gene		
LMRG_RS03890	783334.0	783666.0	333.0	+	Gene		
LMRG_RS03895	783705.0	784571.0	867.0	-	Gene		
LMRG_RS03900	784725.0	785108.0	384.0	+	Gene		
LMRG_RS03905	785569.0	785916.0	348.0	+	Gene		
LMRG_RS03910	786113.0	786580.0	468.0	-	Gene		
LMRG_RS03915	786750.0	787097.0	348.0	+	Gene		
LMRG_RS03920	787255.0	788133.0	879.0	-	Gene		
LMRG_RS03925	788152.0	788964.0	813.0	-	Gene		
LMRG_RS03930	789138.0	789623.0	486.0	-	Gene		
LMRG_RS03935	789623.0	790057.0	435.0	-	Gene		
LMRG_RS03940	790344.0	793160.0	2817.0	-	Gene		
LMRG_RS03945	793353.0	793988.0	636.0	+	Gene		
LMRG_RS03950	794181.0	795557.0	1377.0	+	Gene		
LMRG_RS03955	795822.0	800249.0	4428.0	+	Gene		
LMRG_RS03960	800285.0	801133.0	849.0	-	Gene		
LMRG_RS03965	801160.0	801636.0	477.0	-	Gene		
LMRG_RS03970	801760.0	802413.0	654.0	+	Gene		
LMRG_RS03975	802514.0	803404.0	891.0	+	Gene		
LMRG_RS03980	803439.0	804140.0	702.0	-	Gene		
LMRG_RS03985	804255.0	804896.0	642.0	-	Gene		
LMRG_RS03990	804980.0	805900.0	921.0	-	Gene		
LMRG_RS03995	806007.0	806537.0	531.0	-	Gene		
LMRG_RS04000	806792.0	807253.0	462.0	+	Gene		
LMRG_RS04005	807305.0	808765.0	1461.0	-	Gene		
LMRG_RS14690	808731.0	808982.0	252.0	-	Gene		
LMRG_RS04010	809121.0	809882.0	762.0	-	Gene		
LMRG_RS04015	810035.0	810385.0	351.0	+	Gene		
LMRG_RS04020	810537.0	812438.0	1902.0	+	Gene		
LMRG_RS04025	812589.0	813227.0	639.0	+	Gene		
LMRG_RS04030	813355.0	815403.0	2049.0	+	Gene		
LMRG_RS04035	815443.0	815916.0	474.0	-	Gene		
LMRG_RS04040	815944.0	816402.0	459.0	-	Gene		
LMRG_RS04045	816612.0	817154.0	543.0	+	Gene		
LMRG_RS04050	817170.0	818264.0	1095.0	+	Gene		
LMRG_RS04055	818264.0	819073.0	810.0	+	Gene		
LMRG_RS04060	819070.0	819876.0	807.0	+	Gene		
LMRG_RS04065	819873.0	820946.0	1074.0	+	Gene		
LMRG_RS04070	821076.0	821777.0	702.0	+	Gene		
LMRG_RS04075	821845.0	822387.0	543.0	+	Gene		
LMRG_RS04080	822525.0	823397.0	873.0	+	Gene		
LMRG_RS04085	823482.0	824411.0	930.0	+	Gene		
LMRG_RS04090	824638.0	825090.0	453.0	+	Gene		
LMRG_RS04095	825106.0	825612.0	507.0	+	Gene		
LMRG_RS04100	825636.0	826049.0	414.0	-	Gene		
LMRG_RS04105	826274.0	828904.0	2631.0	+	Gene		
LMRG_RS04110	828919.0	829767.0	849.0	+	Gene		
LMRG_RS04115	829877.0	830434.0	558.0	+	Gene		
LMRG_RS04120	830451.0	831113.0	663.0	+	Gene		
LMRG_RS04125	831129.0	831518.0	390.0	-	Gene		
LMRG_RS14695	831451.0	831732.0	282.0	-	Gene		
LMRG_RS04130	831639.0	832463.0	825.0	+	Gene		
LMRG_RS04135	832541.0	833509.0	969.0	+	Gene		
LMRG_RS04140	833550.0	834830.0	1281.0	+	Gene		
LMRG_RS04145	835029.0	836663.0	1635.0	+	Gene		
LMRG_RS04150	836817.0	840464.0	3648.0	+	Gene		
LMRG_RS04155	840714.0	842675.0	1962.0	-	Gene		
LMRG_RS04160	842789.0	843700.0	912.0	-	Gene		
LMRG_RS04165	844380.0	844664.0	285.0	+	Gene		
LMRG_RS04170	844856.0	845746.0	891.0	+	Gene		
LMRG_RS04175	845882.0	846595.0	714.0	+	Gene		
LMRG_RS04180	846588.0	847577.0	990.0	+	Gene		
LMRG_RS04185	847620.0	848033.0	414.0	-	Gene		
LMRG_RS04190	848173.0	849843.0	1671.0	+	Gene		
LMRG_RS04195	850139.0	851524.0	1386.0	+	Gene		
LMRG_RS04200	851631.0	852851.0	1221.0	-	Gene		
LMRG_RS04205	852984.0	853454.0	471.0	-	Gene		
LMRG_RS04210	853660.0	856302.0	2643.0	+	Gene		
LMRG_RS04215	856765.0	862872.0	6108.0	+	Gene		
LMRG_RS04220	863009.0	863266.0	258.0	-	Gene		
LMRG_RS04225	863345.0	863722.0	378.0	+	Gene		
LMRG_RS04230	863980.0	865083.0	1104.0	+	Gene		
LMRG_RS04235	865188.0	866288.0	1101.0	+	Gene		
LMRG_RS04240	866458.0	867900.0	1443.0	+	Gene		
LMRG_RS04245	867893.0	868621.0	729.0	+	Gene		
LMRG_RS04250	868670.0	870520.0	1851.0	-	Gene		
LMRG_RS04255	871085.0	871231.0	147.0	+	Gene		
LMRG_RS04260	871455.0	872213.0	759.0	+	Gene		
LMRG_RS04265	872293.0	872847.0	555.0	+	Gene		
LMRG_RS04270	872864.0	873205.0	342.0	+	Gene		
LMRG_RS04275	873208.0	873528.0	321.0	+	Gene		
LMRG_RS04280	873678.0	874790.0	1113.0	+	Gene		
LMRG_RS04285	874854.0	876227.0	1374.0	+	Gene		
LMRG_RS04290	876294.0	877007.0	714.0	+	Gene		
LMRG_RS04295	877019.0	878044.0	1026.0	-	Gene		
LMRG_RS04300	878289.0	879608.0	1320.0	+	Gene		
LMRG_RS04305	879605.0	880483.0	879.0	+	Gene		
LMRG_RS04310	880470.0	881303.0	834.0	+	Gene		
LMRG_RS04315	881319.0	882851.0	1533.0	+	Gene		
LMRG_RS04320	882853.0	883767.0	915.0	+	Gene		
LMRG_RS04325	883789.0	884856.0	1068.0	+	Gene		
LMRG_RS04330	884853.0	886526.0	1674.0	+	Gene		
