Elements	begin	end	length	strand	type	details	synonim
lmo0606	645397.0	645858.0	462.0	+	Gene		
lmo0607	645878.0	647590.0	1713.0	+	Gene		
lmo0608	647587.0	649404.0	1818.0	+	Gene		
Term_lmo0608	649414.0	649440.0	27.0	+	terminator		lmo0608
lmo0609	649520.0	649819.0	300.0	+	Gene		
Term_lmo0609	649825.0	649856.0	32.0	+	terminator		lmo0609
Term_lmo0610	649825.0	649856.0	32.0	-	terminator		lmo0610
lmo0610	649864.0	651633.0	1770.0	-	Gene		
Term_acpD	651760.0	651786.0	27.0	-	terminator		acpD
lmo0611	651794.0	652420.0	627.0	-	Gene		acpD
lmo0612	652589.0	653044.0	456.0	+	Gene		
lmo0613	653041.0	653982.0	942.0	+	Gene		
Term_lmo0613	653995.0	654014.0	20.0	+	terminator		lmo0613
lmo0614	654078.0	654611.0	534.0	+	Gene		
Term_lmo0615	654440.0	654450.0	11.0	-	terminator		lmo0615
lmo0615	654608.0	654850.0	243.0	-	Gene		
Term_lmo0614	654627.0	654640.0	14.0	+	terminator		lmo0614
lmo0616	654957.0	656708.0	1752.0	+	Gene		
Term_lmo0616	656710.0	656751.0	42.0	+	terminator		lmo0616
Term_lmo0617	656718.0	656742.0	25.0	-	terminator		lmo0617
lmo0617	656749.0	657243.0	495.0	-	Gene		
Term_lmo0618	657301.0	657323.0	23.0	-	terminator		lmo0618
lmo0618	657323.0	658465.0	1143.0	-	Gene		
lmo0619	658572.0	659027.0	456.0	+	Gene		
Term_lmo0619	659051.0	659066.0	16.0	+	terminator		lmo0619
lmo0620	659083.0	659475.0	393.0	+	Gene		
Term_lmo0620	659485.0	659501.0	17.0	+	terminator		lmo0620
lmo0621	659572.0	660312.0	741.0	+	Gene		
Term_lmo0621	660320.0	660339.0	20.0	+	terminator		lmo0621
lmo0622	660398.0	660676.0	279.0	+	Gene		
lmo0623	660692.0	660958.0	267.0	+	Gene		
Term_lmo0623	660963.0	660990.0	28.0	+	terminator		lmo0623
Term_lmo0624	660963.0	660990.0	28.0	-	terminator		lmo0624
lmo0624	660996.0	661439.0	444.0	-	Gene		
lmo0625	661470.0	662171.0	702.0	-	Gene		
Term_lmo0626	662209.0	662253.0	45.0	-	terminator		lmo0626
lmo0626	662257.0	663936.0	1680.0	-	Gene		
lmo0627	664242.0	668990.0	4749.0	+	Gene		
Term_lmo0627	669000.0	669023.0	24.0	+	terminator		lmo0627
lmo0628	669086.0	669361.0	276.0	+	Gene		
lmo0629	669423.0	669950.0	528.0	+	Gene		
Term_lmo0629	670039.0	670063.0	25.0	+	terminator		lmo0629
lmo0630	670309.0	672339.0	2031.0	+	Gene		
lmo0631	672341.0	672793.0	453.0	+	Gene		
lmo0632	672794.0	673855.0	1062.0	+	Gene		
lmo0633	673870.0	674178.0	309.0	+	Gene		
lmo0634	674205.0	675473.0	1269.0	+	Gene		
Term_lmo0634	675480.0	675504.0	25.0	+	terminator		lmo0634
lmo0635	675563.0	676267.0	705.0	+	Gene		
Term_lmo0635	676270.0	676292.0	23.0	+	terminator		lmo0635
lmo0636	676372.0	676788.0	417.0	+	Gene		
lmo0637	676802.0	677395.0	594.0	+	Gene		
Term_lmo0637	677405.0	677451.0	47.0	+	terminator		lmo0637
lmot11	677464.0	677553.0	90.0	-	NcRNA	tRNA	
rli34-2	678220.0	678303.0	84.0	-	Srna	Toledo-Arana et al. 2009	
lmo0638	678494.0	679123.0	630.0	+	Gene		
Term_lmo0638	679427.0	679452.0	26.0	+	terminator		lmo0638
lmo0639	679763.0	680296.0	534.0	+	Gene		
lmo0640	680360.0	681277.0	918.0	+	Gene		
Term_lmo0640	681288.0	681310.0	23.0	+	terminator		lmo0640
lmo0641	681543.0	683423.0	1881.0	+	Gene		
Term_lmo0641	683433.0	683468.0	36.0	+	terminator		lmo0641
lmo0642	683519.0	684247.0	729.0	+	Gene		
Term_lmo0642	684257.0	684278.0	22.0	+	terminator		lmo0642
lmo0643	684390.0	685040.0	651.0	+	Gene		
Term_lmo0643	685045.0	685081.0	37.0	+	terminator		lmo0643
Term_lmo0644	685050.0	685076.0	27.0	-	terminator		lmo0644
lmo0644	685083.0	686903.0	1821.0	-	Gene		
lmo0645	687138.0	688529.0	1392.0	+	Gene		
Term_lmo0645	688569.0	688610.0	42.0	+	terminator		lmo0645
lmo0646	688619.0	689458.0	840.0	+	Gene		
Term_lmo0647	689464.0	689498.0	35.0	-	terminator		lmo0647
Term_lmo0646	689467.0	689495.0	29.0	+	terminator		lmo0646
anti0647-1	689529.0	689828.0	300.0	+	Srna	Mraheil et al. 2011	
anti0647-2	689530.0	689922.0	393.0	+	Srna	Toledo-Arana et al. 2009	
lmo0647	689541.0	689825.0	285.0	-	Gene		
anti0648-T2	689825.0	689861.0	37.0	-	Srna	Toledo-Arana et al. 2009	
anti0648-T1	689825.0	690364.0	540.0	-	Srna	Toledo-Arana et al. 2009	
lmo0648	689923.0	690873.0	951.0	+	Gene		
anti0648-1	689932.0	689996.0	65.0	-	Srna	Mraheil et al. 2011	
anti0648-2	690044.0	690350.0	307.0	-	Srna	Mraheil et al. 2011	
lmo0649	690897.0	691538.0	642.0	+	Gene		
Term_lmo0649	691528.0	691550.0	23.0	+	terminator		lmo0649
lmo0650	691581.0	694271.0	2691.0	+	Gene		
Term_lmo0650	694314.0	694328.0	15.0	+	terminator		lmo0650
lmo0651	694317.0	694964.0	648.0	+	Gene		
Term_lmo0651	694969.0	694988.0	20.0	+	terminator		lmo0651
Term_lmo0652	694969.0	694988.0	20.0	-	terminator		lmo0652
lmo0652	694973.0	695509.0	537.0	-	Gene		
lmo0653	695496.0	696416.0	921.0	-	Gene		
lmo0654	696606.0	696815.0	210.0	+	Gene		
rli79	696818.0	696880.0	63.0	+	Srna	Mraheil et al. 2011	
lmo0655	696883.0	697590.0	708.0	+	Gene		
Term_lmo0656	697588.0	697630.0	43.0	-	terminator		lmo0656
Term_lmo0655	697591.0	697627.0	37.0	+	terminator		lmo0655
lmo0656	697634.0	698197.0	564.0	-	Gene		
lmo0657	698317.0	698733.0	417.0	+	Gene		
lmo0658	698785.0	699420.0	636.0	+	Gene		
Term_lmo0659	699331.0	699341.0	11.0	-	terminator		lmo0659
lmo0659	699410.0	700306.0	897.0	-	Gene		
Term_lmo0658	699497.0	699517.0	21.0	+	terminator		lmo0658
lmo0660	700537.0	700821.0	285.0	+	Gene		
Term_lmo0660	700845.0	700864.0	20.0	+	terminator		lmo0660
Term_lmo0661	700845.0	700864.0	20.0	-	terminator		lmo0661
lmo0661	700876.0	701184.0	309.0	-	Gene		
lmo0662	701247.0	702062.0	816.0	-	Gene		thiD
lmo0663	702088.0	702954.0	867.0	-	Gene		
lmo0664	703128.0	703691.0	564.0	+	Gene		
lmo0665	703688.0	703951.0	264.0	+	Gene		
lmo0666	703961.0	704338.0	378.0	+	Gene		
Term_lmo0666	704346.0	704385.0	40.0	+	terminator		lmo0666
lmo0667	704452.0	705387.0	936.0	+	Gene		
anti0667	704825.0	705124.0	300.0	-	Srna	Wurtzel et al. 2012	
lmo0668	705380.0	706150.0	771.0	+	Gene		
Term_lmo0668	706169.0	706188.0	20.0	+	terminator		lmo0668
lmo0669	706408.0	707292.0	885.0	+	Gene		
Term_lmo0669	707272.0	707282.0	11.0	+	terminator		lmo0669
lmo0670	707310.0	707486.0	177.0	+	Gene		
Term_lmo0670	707503.0	707541.0	39.0	+	terminator		lmo0670
anti0671	707570.0	707869.0	300.0	-	Srna	Wurtzel et al. 2012	
lmo0671	707612.0	708220.0	609.0	+	Gene		
rli33-2	708309.0	708494.0	186.0	+	Srna	Toledo-Arana et al. 2009	
rli33-3	708326.0	708860.0	535.0	+	Srna	Toledo-Arana et al. 2009	
Term_lmo0671	708541.0	708562.0	22.0	+	terminator		lmo0671
rli33	708618.0	708860.0	243.0	+	Srna	Toledo-Arana et al. 2009	
lmo0672	709134.0	709562.0	429.0	+	Gene		
Term_lmo0672	709571.0	709595.0	25.0	+	terminator		lmo0672
Term_lmo0673	709571.0	709595.0	25.0	-	terminator		lmo0673
lmo0673	709601.0	709810.0	210.0	-	Gene		
lmo0674	709829.0	710749.0	921.0	-	Gene		
MogR-T2	710749.0	710794.0	46.0	-	Srna	Toledo-Arana et al. 2009	
MogR-T1	710749.0	712446.0	1698.0	-	Srna	Toledo-Arana et al. 2009	
lmo0675	711121.0	711435.0	315.0	+	Gene		
lmo0676	711428.0	712195.0	768.0	+	Gene		fliP
anti0675	712148.0	712447.0	300.0	-	Srna	Wurtzel et al. 2012	
lmo0677	712208.0	712480.0	273.0	+	Gene		fliQ
lmo0678	712483.0	713244.0	762.0	+	Gene		fliR
lmo0679	713260.0	714306.0	1047.0	+	Gene		flhB
lmo0680	714353.0	716428.0	2076.0	+	Gene		flhA
lmo0681	716450.0	717673.0	1224.0	+	Gene		
lmo0682	717670.0	718449.0	780.0	+	Gene		flgG
lmo0683	718478.0	719266.0	789.0	+	Gene		
lmo0684	719291.0	719626.0	336.0	+	Gene		
lmo0685	719653.0	720504.0	852.0	+	Gene		
lmo0686	720464.0	721291.0	828.0	+	Gene		motB
Term_motB	721296.0	721307.0	12.0	+	terminator		motB
lmo0687	721301.0	721801.0	501.0	+	Gene		
lmo0688	721824.0	723737.0	1914.0	+	Gene		
lmo0689	723750.0	724658.0	909.0	+	Gene		
Term_lmo0689	724658.0	724700.0	43.0	+	terminator		lmo0689
lmo0690	724896.0	725759.0	864.0	+	Gene		flaA
Term_flaA	725800.0	725825.0	26.0	+	terminator		flaA
lmo0691	726034.0	726393.0	360.0	+	Gene		cheY
lmo0692	726413.0	728269.0	1857.0	+	Gene		cheA
lmo0693	728282.0	728581.0	300.0	+	Gene		
lmo0694	728600.0	729010.0	411.0	+	Gene		
lmo0695	729026.0	730072.0	1047.0	+	Gene		
lmo0696	730074.0	730496.0	423.0	+	Gene		flgD
lmo0697	730516.0	731751.0	1236.0	+	Gene		flgE
lmo0698	731765.0	732001.0	237.0	+	Gene		
lmo0699	732022.0	733014.0	993.0	+	Gene		fliM
lmo0700	733017.0	734564.0	1548.0	+	Gene		
lmo0701	734570.0	735973.0	1404.0	+	Gene		
lmo0702	735996.0	737162.0	1167.0	+	Gene		
Term_lmo0702	737169.0	737185.0	17.0	+	terminator		lmo0702
lmo0703	737269.0	737733.0	465.0	+	Gene		
lmo0704	737743.0	738171.0	429.0	+	Gene		
lmo0705	738191.0	739711.0	1521.0	+	Gene		flgK
lmo0706	739723.0	740598.0	876.0	+	Gene		flgL
lmo0707	740610.0	741899.0	1290.0	+	Gene		fliD
lmo0708	741918.0	742304.0	387.0	+	Gene		
lmo0709	742276.0	742557.0	282.0	+	Gene		
lmo0710	742578.0	742979.0	402.0	+	Gene		flgB
lmo0711	742991.0	743401.0	411.0	+	Gene		flgC
lmo0712	743418.0	743714.0	297.0	+	Gene		fliE
lmo0713	743782.0	745434.0	1653.0	+	Gene		fliF
lmo0714	745437.0	746543.0	1107.0	+	Gene		fliG
lmo0715	746530.0	747222.0	693.0	+	Gene		fliH
lmo0716	747219.0	748520.0	1302.0	+	Gene		fliI
lmo0717	748537.0	749205.0	669.0	+	Gene		
lmo0718	749219.0	749863.0	645.0	+	Gene		
Term_lmo0718	749870.0	749897.0	28.0	+	terminator		lmo0718
lmo0719	749985.0	750311.0	327.0	+	Gene		
lmo0720	750311.0	750634.0	324.0	+	Gene		
Term_lmo0720	750640.0	750674.0	35.0	+	terminator		lmo0720
Term_lmo0721	750640.0	750674.0	35.0	-	terminator		lmo0721
lmo0721	750680.0	751327.0	648.0	-	Gene		
lmo0722	751598.0	753328.0	1731.0	+	Gene		
lmo0723	753490.0	755295.0	1806.0	+	Gene		
lmo0724	755308.0	756036.0	729.0	+	Gene		
Term_lmo0724	756042.0	756074.0	33.0	+	terminator		lmo0724
Term_lmo0725	756042.0	756074.0	33.0	-	terminator		lmo0725
lmo0725	756079.0	756291.0	213.0	-	Gene		
glmS	756458.0	756652.0	195.0	+	Srna	Rfam	
lmo0726	756494.0	756637.0	144.0	+	Gene		
lmo0727	756738.0	758543.0	1806.0	+	Gene		
Term_lmo0727	758554.0	758578.0	25.0	+	terminator		lmo0727
lmo0728	758656.0	759396.0	741.0	+	Gene		
Term_lmo0728	759385.0	759405.0	21.0	+	terminator		lmo0728
lmo0729	759479.0	759958.0	480.0	+	Gene		
lmo0730	759972.0	760310.0	339.0	+	Gene		
Term_lmo0730	760311.0	760330.0	20.0	+	terminator		lmo0730
lmo0731	760455.0	760859.0	405.0	+	Gene		
Term_lmo0731	760873.0	760904.0	32.0	+	terminator		lmo0731
lmo0732	761552.0	763468.0	1917.0	+	Gene		
anti0733	762804.0	763634.0	831.0	-	Srna	Toledo-Arana et al. 2009	
Term_lmo0732	763640.0	763669.0	30.0	+	terminator		lmo0732
lmo0733	763798.0	764307.0	510.0	+	Gene		
Term_lmo0734	764152.0	764170.0	19.0	-	terminator		lmo0734
Term_lmo0733	764341.0	764392.0	52.0	+	terminator		lmo0733
lmo0734	764465.0	765469.0	1005.0	-	Gene		
lmo0735	765683.0	766354.0	672.0	+	Gene		
lmo0736	766351.0	766797.0	447.0	+	Gene		
lmo0737	766810.0	767742.0	933.0	+	Gene		
lmo0738	767766.0	769619.0	1854.0	+	Gene		
lmo0739	769639.0	771012.0	1374.0	+	Gene		
Term_lmo0740	770958.0	770975.0	18.0	-	terminator		lmo0740
lmo0740	771026.0	771685.0	660.0	-	Gene		
Term_lmo0739	771041.0	771063.0	23.0	+	terminator		lmo0739
lmo0741	771949.0	772326.0	378.0	+	Gene		
lmo0742	772310.0	772999.0	690.0	+	Gene		
lmo0743	772996.0	773700.0	705.0	+	Gene		
lmo0744	773715.0	775715.0	2001.0	+	Gene		
lmo0745	775744.0	776247.0	504.0	+	Gene		
Term_lmo0745	776334.0	776380.0	47.0	+	terminator		lmo0745
Term_lmo0746	776339.0	776375.0	37.0	-	terminator		lmo0746
lmo0746	776398.0	776697.0	300.0	-	Gene		
lmo0747	776761.0	777102.0	342.0	+	Gene		
Term_lmo0747	777135.0	777152.0	18.0	+	terminator		lmo0747
lmo0748	777209.0	777496.0	288.0	+	Gene		
lmo0749	777493.0	777699.0	207.0	+	Gene		
lmo0750	777692.0	778207.0	516.0	+	Gene		
Term_lmo0750	778260.0	778295.0	36.0	+	terminator		lmo0750
lmo0751	778262.0	778558.0	297.0	+	Gene		
lmo0752	778654.0	779490.0	837.0	+	Gene		
Term_lmo0752	779501.0	779527.0	27.0	+	terminator		lmo0752
lmo0753	779616.0	780296.0	681.0	+	Gene		
Term_lmo0753	780300.0	780313.0	14.0	+	terminator		lmo0753
lmo0754	780377.0	780988.0	612.0	+	Gene		
Term_lmo0754	780980.0	781038.0	59.0	+	terminator		lmo0754
lmo0755	781103.0	781924.0	822.0	+	Gene		
lmo0756	781896.0	782801.0	906.0	+	Gene		
lmo0757	782794.0	783774.0	981.0	+	Gene		
Term_lmo0757	783776.0	783793.0	18.0	+	terminator		lmo0757
lmo0758	783901.0	784788.0	888.0	+	Gene		
lmo0759	784788.0	785747.0	960.0	+	Gene		
lmo0760	785754.0	786362.0	609.0	+	Gene		
lmo0761	786372.0	786992.0	621.0	+	Gene		
rli80	787038.0	787254.0	217.0	+	Srna	Mraheil et al. 2011	
Term_lmo0761	787237.0	787254.0	18.0	+	terminator		lmo0761
lmo0762	787320.0	788576.0	1257.0	+	Gene		
Term_lmo0762	788594.0	788619.0	26.0	+	terminator		lmo0762
lmo0763	788642.0	789514.0	873.0	+	Gene		
lmo0764	789520.0	790509.0	990.0	+	Gene		
Term_lmo0764	790519.0	790541.0	23.0	+	terminator		lmo0764
lmo0765	790662.0	791960.0	1299.0	+	Gene		
lmo0766	791977.0	792867.0	891.0	+	Gene		
lmo0767	792879.0	793754.0	876.0	+	Gene		
lmo0768	793777.0	795030.0	1254.0	+	Gene		
lmo0769	795034.0	796062.0	1029.0	+	Gene		
Term_lmo0769	796068.0	796088.0	21.0	+	terminator		lmo0769
Term_lmo0770	796068.0	796088.0	21.0	-	terminator		lmo0770
lmo0770	796075.0	797193.0	1119.0	-	Gene		
lmo0771	797353.0	798105.0	753.0	+	Gene		
lmo0772	798141.0	798788.0	648.0	+	Gene		
Term_lmo0772	798793.0	798820.0	28.0	+	terminator		lmo0772
Term_lmo0773	798793.0	798820.0	28.0	-	terminator		lmo0773
lmo0773	798828.0	799817.0	990.0	-	Gene		
lmo0774	799996.0	800925.0	930.0	+	Gene		
lmo0775	800965.0	801297.0	333.0	+	Gene		
Term_lmo0775	801301.0	801330.0	30.0	+	terminator		lmo0775
Term_lmo0776	801301.0	801330.0	30.0	-	terminator		lmo0776
lmo0776	801336.0	802202.0	867.0	-	Gene		
lmo0777	802356.0	802739.0	384.0	+	Gene		
Term_lmo0777	802754.0	802784.0	31.0	+	terminator		lmo0777
rli34	802948.0	803031.0	84.0	-	Srna	Toledo-Arana et al. 2009	
lmo0778	803201.0	803548.0	348.0	+	Gene		
Term_lmo0778	803699.0	803740.0	42.0	+	terminator		lmo0778
Term_lmo0779	803699.0	803740.0	42.0	-	terminator		lmo0779
lmo0779	803745.0	804212.0	468.0	-	Gene		
lmo0780	804382.0	804729.0	348.0	+	Gene		
Term_lmo0781	804839.0	804862.0	24.0	-	terminator		lmo0781
lmo0781	804887.0	805765.0	879.0	-	Gene		
Term_lmo0780	805129.0	805151.0	23.0	+	terminator		lmo0780
lmo0782	805784.0	806596.0	813.0	-	Gene		
Term_lmo0783	806638.0	806648.0	11.0	-	terminator		lmo0783
lmo0783	806770.0	807255.0	486.0	-	Gene		
lmo0784	807255.0	807689.0	435.0	-	Gene		
Term_lmo0785	807940.0	807968.0	29.0	-	terminator		lmo0785
lmo0785	807976.0	810792.0	2817.0	-	Gene		
lmo0786	810985.0	811620.0	636.0	+	Gene		
Term_lmo0786	811752.0	811779.0	28.0	+	terminator		lmo0786
lmo0787	811813.0	813189.0	1377.0	+	Gene		
Term_lmo0787	813197.0	813237.0	41.0	+	terminator		lmo0787
lmo0788	813451.0	817878.0	4428.0	+	Gene		
Term_lmo0788	817886.0	817907.0	22.0	+	terminator		lmo0788
Term_lmo0789	817886.0	817907.0	22.0	-	terminator		lmo0789
lmo0789	817914.0	818762.0	849.0	-	Gene		
lmo0790	818789.0	819265.0	477.0	-	Gene		
lmo0791	819389.0	820039.0	651.0	+	Gene		
Term_lmo0791	820057.0	820082.0	26.0	+	terminator		lmo0791
lmo0792	820145.0	821035.0	891.0	+	Gene		
Term_lmo0792	821041.0	821060.0	20.0	+	terminator		lmo0792
Term_lmo0793	821041.0	821060.0	20.0	-	terminator		lmo0793
lmo0793	821070.0	821771.0	702.0	-	Gene		
Term_lmo0794	821852.0	821878.0	27.0	-	terminator		lmo0794
lmo0794	821886.0	822527.0	642.0	-	Gene		
Term_lmo0795	822521.0	822531.0	11.0	-	terminator		lmo0795
lmo0795	822611.0	823531.0	921.0	-	Gene		
Term_lmo0796	823604.0	823628.0	25.0	-	terminator		lmo0796
lmo0796	823638.0	824168.0	531.0	-	Gene		
anti0796	823682.0	823884.0	203.0	+	Srna	Mraheil et al. 2011	
lmo0797	824423.0	824884.0	462.0	+	Gene		
Term_lmo0797	824888.0	824930.0	43.0	+	terminator		lmo0797
Term_lmo0798	824888.0	824930.0	43.0	-	terminator		lmo0798
lmo0798	824936.0	826396.0	1461.0	-	Gene		
Term_lmo0799	826438.0	826462.0	25.0	-	terminator		lmo0799
Lysine	826486.0	826683.0	198.0	-	Srna	Rfam	
lmo0799	826752.0	827513.0	762.0	-	Gene		
anti0799	827498.0	827797.0	300.0	+	Srna	Wurtzel et al. 2012	
lmo0800	827666.0	828016.0	351.0	+	Gene		
Term_lmo0800	828031.0	828053.0	23.0	+	terminator		lmo0800
lmo0801	828168.0	830108.0	1941.0	+	Gene		
Term_lmo0801	830119.0	830144.0	26.0	+	terminator		lmo0801
lmo0802	830259.0	830897.0	639.0	+	Gene		
Term_lmo0802	830907.0	830953.0	47.0	+	terminator		lmo0802
lmo0803	831025.0	833073.0	2049.0	+	Gene		
Term_lmo0803	833080.0	833109.0	30.0	+	terminator		lmo0803
Term_lmo0804	833080.0	833109.0	30.0	-	terminator		lmo0804
lmo0804	833117.0	833587.0	471.0	-	Gene		
lmo0805	833615.0	834076.0	462.0	-	Gene		
lmo0806	834287.0	834829.0	543.0	+	Gene		
lmo0807	834845.0	835939.0	1095.0	+	Gene		
lmo0808	835939.0	836748.0	810.0	+	Gene		
lmo0809	836745.0	837551.0	807.0	+	Gene		
lmo0810	837548.0	838621.0	1074.0	+	Gene		
anti0811	838544.0	838843.0	300.0	-	Srna	Wurtzel et al. 2012	
lmo0811	838751.0	839452.0	702.0	+	Gene		
Term_lmo0811	839461.0	839514.0	54.0	+	terminator		lmo0811
lmo0812	839520.0	840062.0	543.0	+	Gene		
Term_lmo0812	840116.0	840126.0	11.0	+	terminator		lmo0812
lmo0813	840200.0	841072.0	873.0	+	Gene		
Term_lmo0813	841083.0	841103.0	21.0	+	terminator		lmo0813
lmo0814	841157.0	842086.0	930.0	+	Gene		
Term_lmo0814	842199.0	842209.0	11.0	+	terminator		lmo0814
lmo0815	842313.0	842765.0	453.0	+	Gene		
lmo0816	842781.0	843287.0	507.0	+	Gene		
Term_lmo0816	843293.0	843315.0	23.0	+	terminator		lmo0816
Term_lmo0817	843293.0	843315.0	23.0	-	terminator		lmo0817
lmo0817	843311.0	843724.0	414.0	-	Gene		
lmo0818	843949.0	846579.0	2631.0	+	Gene		
lmo0819	846594.0	847442.0	849.0	+	Gene		
Term_lmo0819	847446.0	847486.0	41.0	+	terminator		lmo0819
lmo0820	847552.0	848109.0	558.0	+	Gene		
lmo0821	848126.0	848788.0	663.0	+	Gene		
Term_lmo0821	848788.0	848828.0	41.0	+	terminator		lmo0821
Term_lmo0822	848793.0	848823.0	31.0	-	terminator		lmo0822
lmo0822	848804.0	849193.0	390.0	-	Gene		
lmo0823	849314.0	850138.0	825.0	+	Gene		
Term_lmo0823	850149.0	850177.0	29.0	+	terminator		lmo0823
lmo0824	850216.0	851184.0	969.0	+	Gene		
lmo0825	851225.0	852505.0	1281.0	+	Gene		
lmo0826	852704.0	854338.0	1635.0	+	Gene		
Term_lmo0826	854397.0	854437.0	41.0	+	terminator		lmo0826
lmo0827	854443.0	854748.0	306.0	+	Gene		
lmo0828	854745.0	855581.0	837.0	+	Gene		
anti0828-rli35	855168.0	855467.0	300.0	-	Srna	Wurtzel et al. 2012	
rli35	855393.0	855495.0	103.0	-	Srna	Toledo-Arana et al. 2009	
lmo0829	855759.0	859406.0	3648.0	+	Gene		nifJ
rli36	859412.0	859521.0	110.0	-	Srna	Toledo-Arana et al. 2009	
Term_fbp	859412.0	859437.0	26.0	-	terminator		fbp
Term_nifJ	859412.0	859437.0	26.0	+	terminator		nifJ
lmo0830	859656.0	861617.0	1962.0	-	Gene		fbp
Term_lmo0831	861713.0	861730.0	18.0	-	terminator		lmo0831
lmo0831	861731.0	862642.0	912.0	-	Gene		
rli123	862938.0	863241.0	304.0	+	Srna	Wurtzel et al. 2012	
lmo0832	863322.0	863606.0	285.0	+	Gene		
Term_lmo0832	863613.0	863638.0	26.0	+	terminator		lmo0832
lmo0833	863798.0	864688.0	891.0	+	Gene		
Term_lmo0833	864696.0	864719.0	24.0	+	terminator		lmo0833
lmo0834	864824.0	865537.0	714.0	+	Gene		
lmo0835	865530.0	866534.0	1005.0	+	Gene		
Term_lmo0835	866545.0	866571.0	27.0	+	terminator		lmo0835
Term_lmo0836	866545.0	866571.0	27.0	-	terminator		lmo0836
lmo0836	866577.0	866990.0	414.0	-	Gene		
lmo0837	867163.0	868800.0	1638.0	+	Gene		
lmo0838	869095.0	870480.0	1386.0	+	Gene		uhpT
Term_lmo0839	870520.0	870548.0	29.0	-	terminator		lmo0839
lmo0839	870587.0	871807.0	1221.0	-	Gene		
lmo0840	871940.0	872410.0	471.0	-	Gene		
lmo0841	872616.0	875258.0	2643.0	+	Gene		
Term_lmo0841	875269.0	875303.0	35.0	+	terminator		lmo0841
lmo0842	875721.0	881855.0	6135.0	+	Gene		
Term_lmo0842	881901.0	881926.0	26.0	+	terminator		lmo0842
Term_lmo0843	881901.0	881926.0	26.0	-	terminator		lmo0843
lmo0843	881992.0	882249.0	258.0	-	Gene		
lmo0844	882328.0	882705.0	378.0	+	Gene		
SAM-SreE	882759.0	882927.0	169.0	+	Srna	Johansson et al. 2009	
Term_lmo0844	882889.0	882920.0	32.0	+	terminator		lmo0844
lmo0845	882962.0	884065.0	1104.0	+	Gene		
Term_lmo0845	884076.0	884103.0	28.0	+	terminator		lmo0845
lmo0846	884170.0	885270.0	1101.0	+	Gene		
Term_lmo0846	885270.0	885295.0	26.0	+	terminator		lmo0846
lmo0847	885440.0	886882.0	1443.0	+	Gene		
lmo0848	886875.0	887603.0	729.0	+	Gene		
Term_lmo0849	887607.0	887651.0	45.0	-	terminator		lmo0849
Term_lmo0848	887612.0	887646.0	35.0	+	terminator		lmo0848
lmo0849	887652.0	889502.0	1851.0	-	Gene		
lmo0850	890069.0	890215.0	147.0	+	Gene		
Term_lmo0850	890334.0	890348.0	15.0	+	terminator		lmo0850
lmo0851	890439.0	891197.0	759.0	+	Gene		
Term_lmo0851	891195.0	891232.0	38.0	+	terminator		lmo0851
lmo0852	891277.0	891831.0	555.0	+	Gene		
lmo0853	891848.0	892189.0	342.0	+	Gene		
lmo0854	892192.0	892512.0	321.0	+	Gene		
Term_lmo0854	892558.0	892574.0	17.0	+	terminator		lmo0854
lmo0855	892662.0	893774.0	1113.0	+	Gene		ddl
Term_ddl	893788.0	893811.0	24.0	+	terminator		ddl
lmo0856	893838.0	895211.0	1374.0	+	Gene		murF
Term_murF	895233.0	895254.0	22.0	+	terminator		murF
lmo0857	895278.0	895991.0	714.0	+	Gene		
Term_lmo0857	895989.0	896033.0	45.0	+	terminator		lmo0857
Term_lmo0858	895998.0	896025.0	28.0	-	terminator		lmo0858
lmo0858	896003.0	897028.0	1026.0	-	Gene		
lmo0859	897273.0	898592.0	1320.0	+	Gene		
lmo0860	898589.0	899467.0	879.0	+	Gene		
lmo0861	899454.0	900287.0	834.0	+	Gene		
lmo0862	900303.0	901835.0	1533.0	+	Gene		
lmo0863	901837.0	902751.0	915.0	+	Gene		
lmo0864	902773.0	903840.0	1068.0	+	Gene		
lmo0865	903837.0	905510.0	1674.0	+	Gene		
Term_lmo0865	905517.0	905546.0	30.0	+	terminator		lmo0865
rli81	905685.0	905801.0	117.0	+	Srna	Mraheil et al. 2011	
lmo0866	905962.0	907524.0	1563.0	+	Gene		
rli37	907526.0	907832.0	307.0	+	Srna	Toledo-Arana et al. 2009	
Term_lmo0866	907554.0	907595.0	42.0	+	terminator		lmo0866
lmo0866a	907654.0	907830.0	177.0	+	Gene		
PreQ1	907926.0	907973.0	48.0	+	Srna	Rfam	
lmo0867	907979.0	908467.0	489.0	+	Gene		
Term_lmo0868	908261.0	908271.0	11.0	-	terminator		lmo0868
Term_lmo0867	908474.0	908495.0	22.0	+	terminator		lmo0867
lmo0868	908499.0	909056.0	558.0	-	Gene		
lmo0869	909159.0	910157.0	999.0	+	Gene		
lmo0870	910173.0	910484.0	312.0	+	Gene		
Term_lmo0871	910488.0	910508.0	21.0	-	terminator		lmo0871
lmo0871	910517.0	910870.0	354.0	-	Gene		
Term_lmo0870	910701.0	910725.0	25.0	+	terminator		lmo0870
rli82	910875.0	910942.0	68.0	-	Srna	Mraheil et al. 2011	
lmo0872	910998.0	912164.0	1167.0	+	Gene		
Term_lmo0872	912177.0	912201.0	25.0	+	terminator		lmo0872
lmo0873	912372.0	914390.0	2019.0	+	Gene		
lmo0874	914405.0	914734.0	330.0	+	Gene		
lmo0875	914735.0	915070.0	336.0	+	Gene		
